review	hours
Why is Counter Strike Global Offensive so special? List of your experience in-game: -Technical issues- *Expect unexplained lag sometimes! *Random disconnects! *Tons of bugs! *In some rounds, you'll be floating in the air! *The scoreboard tab sometimes doesn't open! *Your game will mess up your Skype/Teamspeak sound settings! *Expect random crashes! *If you Alt-Tab you'll not be able to write on the lobby chat! *64 tick servers will make you rage! -Community Issues- *You'll be kicked by no reason! *Expect random Team-Kill! *Prepare yourself for random insults! *If you accidentally throw your weapon, someone will steal it! *You'll be needing a weapon and someone with 16000$ won't buy you one! *Sometimes you'll be alone in a team of 4 pre-made, who will make your life a hell! *You'll be talking in English and your team answering in Polish, Russian, Portuguese, etc! *Some guys will show off their awesome/expensive skins, yet they will be of no use to the team! *There will be days where you'll be unstoppable and others were you'll be useless! *If you're good you'll be called a hacker, cheater, smurf or they will just say you're lucky! *If you're bad they will call you, a noob, Troll,  and they will tell you to uninstall! *Some people will join a match just to troll the team! *The chat-box will be spammed by insults, rage or fishy links! *Guys will spam the voice chat, sing, do weird noises just to piss you off! *Some people will tell you what to do! *You'll get pissed off, when a decisive round, is lost because of a bad player! *The guy in last will be the one who complains the most in your team! *Someone will buy during eco rounds! *There will be guys who will try to do a 1 vs 5 and not save! *You will find lower ranks playing better than higher ranks! *You'll be always improving and loosing your rank! *Your team will be horrible and the enemy team full of pro's & hackers! *You'll be looking to player's profiles to see how much hours they have or if they've got a vac ban! *You'll be flashed by a teammate and die because of it! *Someone will follow you and block you! You'll hate the game numerous times, but despite all of this, you'll come back and play hundreds of hours...	350.6
10/10 would watse $300 on keys again to only get a M4A4 Asiimove well worn.	1110.8
"Plant plaaaant!!  noob" "Rush B!" "AIM bot reported!"	799.2
After buying this game,I don't have time to play my other games :(( Damn you Gabe ... 10/10	1667.1
I'm bored and have slow internet. Might as well make a review. I don't even know if this IS a review. > spends 1 hour writing this > nobody reads > :c	236.9
is a pretty great game. -=-=-=-=-=-=-=-=-=-=-=-=- First things first, the basic rules. In	230.1
, you have the choice to play five official gamemodes: -Arms Race -Deathmatch -Demolition -Casual -Competitive -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- Summary of gamemodes: In Arms Race, the player gets weapons not by the money, but by killing people. Each two kills get you a new weapon. At the final stage of the weapon, you will get the Gold Knife. Kill someone with it, and you win. -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- Deathmatch, yes. In Deathmatch, it is like a "warm-up" or "practice" mode. For me, at least. In this gamemode, you join a server, and you just kill everybody you see, except your teammates. You can get weapons for free. There are also random occasions in which the game will tell you that a weapon currently has bonus points, and if you want to use that particular weapon, you press g by default. The person who gets the most points, wins. -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- So next in the list, is Demolition. It is set to be a 5 vs 5 match. It also has 20 rounds. The first team to get 11 rounds wins, and it can even finish with a tie. In the first half, you play as a set team. In the second, you play as the other team. You cannot buy any weapons, but instead, you get weapons by killing people, just like in Arms Race. Money is also not rewarded. But this is different: let's make a scenario. In (Round 1), you kill an enemy. the weapon will be rewarded to you on the next round. But what if you kill two in one round? You still get to advance to the next weapon, but you get a bonus grenade. For example: 2 kills: next wep + bonus grenade 3 kills: next wep + 2 bonus grenades Get the pattern? Yeah. -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- What next? Oh, yeah. It's Casual. Casual is a 10vs10 game, with 15 rounds. The first team to get 8 wins, wins the match. It is split into two sub-gamemodes: Bomb Defusal (IIRC), and Hostage. Sorry, I don't know the exact names. In Bomb Defusal, there are two bomb sites. A and B. The Counter-Terrorists always have the Defusal Kit equipped, even if they didn't buy it. The kit shortens the defusal time from 10 to 5 seconds. The terrorists can freely choose which site they want to plant in. The bomb, iirc, has a 45 second timer. When defusing / planting the bomb, it makes a noise. Of course, the CTs are trying to stop them. Counter-Terrorists can win in two ways: killing all of the Ts before they plant the bomb, or defusing the bomb. For the terrorists, it's the same: killing all of the CTs, or making the bomb explode. So in Hostage, the roles are switched: the terrorists are now the defending side, and vice-versa. As the gamemode says, the Ts are holding some people hostage. And it is up to the CTs to get the hostages, or kill all of the Ts. -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- Finally, competitive. The competitive gamemode is much like the Casual gamemode, except a few differences: - Each kill has 2x more money reward than in Casual. - Defusal Kits / Rescue Kits cost money, and they don't get equipped automatically for free. - It's a 5v5. - Competitive has 30 rounds. - Each half has 15 rounds, and in both halves, you get to play as CTs and Ts. - Like the Demolition Gamemode, the match can end in a tie. - People are much more serious. -  blyat -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- So, here is my thoughts. CS:GO offers a large variety of gamemodes, and you can just see that I've written about all of them. Phew, that took a lot of time. Anyway, CS:GO is a very entertaining game, and each match has a different experience. Yes, CS:GO can be a bit too serious, but it is also a fun game. The community is not just a single person, you know. There are people who don't like you, and some don't care, but some will make your day better. GO is a game with a high skill ceiling. There is a huge learning curve to go in this game. It's like chess. Easy to learn, hard to master. I've met a huge amount of my friends in CS:GO, and I still talk to them. Some, I don't. Yeah. They'll be grumpy at times, but they inspire me. There are some bugs in this game, but not too gamebreaking. Just a few small ones. Don't expect to enjoy this game if you have  internet. Ping matters. I hope you know that CS:GO is available for consoles, too. In fact, VALVe talked about having cross-platform multiplayer, but that would be unfair for the console players, cause they have a delay in controls. I am 100% sure that VALVe completely abandoned Global Offensive in the console. The competitive scene is pretty huge, too. And a tournament even reached more than a million viewers! Online and in the tournament itself. It's only two years old, and it's already a big game. VALVe may not be the most listening, but they try. Except sometimes they make some aspects of the game turn to . Like the AWP. They reduced the movement speed while scoping. There are also skins in CS:GO. Some care about it, some don't. Just a matter of personal preference. I think they're part of why this game is popular. The most negative opinion I have, though, is about the Competitive gamemode. Sure, "no game is perfect", and the real fun is there, yeah, but the banning system needs some stuff to be taken care of. You know, just a few tweaks, like forgiving a person if he accidentally kills someone. It is pretty unforgiving. For who doesn't know, you can get banned for killing a teammate too many times, or leaving the game. If someone abandons your team, you can surrender. Not permanent bans, though. The VAC (Valve Anti-Cheat) System also needs some fixing to be done. Some cheats aren't fully detected, so the hacker doesn't get VACed. From my experiences, I still haven't encountered a hacker, but that's probably because I'm a Silver. Some people can be real s. So that's my review. Hoped you like it! EDIT: I missed a few points, thanks > SKaREO About the netcode of CS:GO, truth be told, it HAS been really bad... for a few weeks now in fact. I go up to a guy and spray him, but most of the time it registers 2 or 3 hits out of 8 for example which could be lethal. Take note, that's in close quarters. No, that's not horrible aim. In the words of a truly horrible player, "omfg 64-tick sucks volvo pls 128-tick". Eh, doesn't really suck, just... well, mixed? In Global Offensive, there are a few advantages. Some on the T side, and some on the CT side. Hm, what's it called? Yeah, the perspective. Take this for an example, the "left shoulder advantage". |	731.4
| Here's an explanation: the player models hold guns on the right side. Therefore holding angles or peeking with left shoulder is more favorable as your model is less exposed. TheWarOwl has this video to make advantage of your perspective: |	1328.2
| And that's well-- unfair. Just like in real life, should I see your eyes, you will see mine, too. As I said earlier, VAC needs some fixing. It's terrible. And again, I still haven't played with any cheaters, so I can't fully review this part yet. Thanks.	1184.7
Kill someone with a P90 - "You're a fuc**** noob!! Noob weapon!!" Kill someone with a P90 through a smoke - "You're a fuc**** hacker!!" Kill someone with a AWP - "You're a fuc**** noob!! Noob weapon!!" Kill someone with a AWP through a door - "You're a fuc**** hacker!!" In a 1 vs 5 you die - "You're a fuc**** noob!!" In a 1 vs 5 you win - "You're a fuc**** hacker!!" Kill someone with a headshot - "Hacker!!" Get headshoted by someone - "Owned!!" and get teabagged Kill someone with a grenade - "Luck!!" Get killed by someone with a grenade - "AHAHAHAHA" Get teamkilled by someone - "Get out of the way you fuc**** idiot!!" Accidentally teamkill someone - "You're a fuc**** idiot!!" Blocked by someone - Dies Accidentally blocks someone - "Get out the way you fuc**** idiot!!" Decide to save - "You're a fuc**** coward!!" Decide not to save - "Save you fuc**** idiot!!" Kill someone while defending the bomb - "You fuc**** camper!!" Kill someone while defending the hostages - "You fuc**** camper!!" Someone dies - The deceased one starts to rage Your team lose the round - Your team starts to rage Your team is losing 10-2 - Someone rages quit Go to the balcony in Italy - "You fuc**** hacker!!" Worst guy receives a drop - "Are you fuc**** serious!?" Warm up - Everybody tries to spawn kill Score is 5-1 in your favor - "This is a T map!" Score is 1-5 againts you - "This is a CT map!" Lose the first 2 rounds - Someone asks to get kicked Last round - Everybody buys Negev Your team is loosinh and you are in last - Someone vote kicks you Win a match - All enemy team rages Lose a match - Yout team rages Someone's Internet crashes - 30 minutes ban Your Internet crashes - 7 days ban 10/10 Best rage simulator out there!	103.9
it's better than porn.	1176.8
Got killed by a smoke nade... No seriously... 10/10	385.0
Its all about Russians	118.1
It has chickens !	19.6
is a brilliant game, there is no doubt about it, defintely my favorite multiplayer game that is available today! However, a game should be played purely for the sake of fun,	278.9
the perfect combination of competetive and fun, but whether or not you actually manage to get any fun out of it constantly feels very doubtful in the games current state. Simply put,	323.0
is a modernised version of the	257.2
everybody knows and loves, only this time it has a ranking system and	2162.7
so that you always get a	1296.4
, sounds awesome, right? Too bad that at the moment, matchmaking seems to be	383.2
. I will elaborate, but first I just want to throw out there that the gameplay is fantastic, I am not here to dispute that fact, but rather that a game that relies heavily on it's community to truly thrive is ultimately damaged by it in the long run, even if there are still a handful of people that do great things for this game, see the people that dish-out endless tutorials and tips such as WarOwl & 3kliksphillip for example. 9 times out of 10 you are likely going to have at least one player in the game who is either smurfing or cheating, (let's not even get into the odds of you getting a ton of griefers in the game altogether), some quick online searches will show up some results about how the anti-cheat measures are making very little difference, especially when some of the most proffessional and famous	410.9
Kill someone with a P90 - "You're a fuc**** noob!! Noob weapon!!" Kill someone with a P90 through a smoke - "You're a fuc**** hacker!!" Kill someone with a AWP - "You're a fuc**** noob!! Noob weapon!!" Kill someone with a AWP through a door - "You're a fuc**** hacker!!" In a 1 vs 5 you die - "You're a fuc**** noob!!" In a 1 vs 5 you win - "You're a fuc**** hacker!!" Kill someone with a headshot - "Hacker!!" Get headshoted by someone - "Owned!!" and get teabagged Kill someone with a grenade - "Luck!!" Get killed by someone with a grenade - "AHAHAHAHA" Get teamkilled by someone - "Get out of the way you fuc**** idiot!!" Accidentally teamkill someone - "You're a fuc**** idiot!!" Blocked by someone - Dies Accidentally blocks someone - "Get out the way you fuc**** idiot!!" Decide to save - "You're a fuc**** coward!!" Decide not to save - "Save you fuc**** idiot!!" Kill someone while defending the bomb - "You fuc**** camper!!" Kill someone while defending the hostages - "You fuc**** camper!!" Someone dies - The deceased one starts to rage Your team lose the round - Your team starts to rage Your team is losing 10-2 - Someone rages quit Go to the balcony in Italy - "You fuc**** hacker!!" Worst guy receives a drop - "Are you fuc**** serious!?" Warm up - Everybody tries to spawn kill Score is 5-1 in your favor - "This is a T map!" Score is 1-5 againts you - "This is a CT map!" Lose the first 2 rounds - Someone asks to get kicked Last round - Everybody buys Negev Your team is loosinh and you are in last - Someone vote kicks you Win a match - All enemy team rages Lose a match - Yout team rages Someone's Internet crashes - 30 minutes ban Your Internet crashes - 7 days ban Via ogrilo - 11/10 review!	364.1
If this was a potato, well, it would be a good potato.	23.2
You will get called a n00b. You will get called a hacker. You will get called a . You will get called gay. You will get sworn at. Lots. You will get crazy people screaming at you. You will chase chickens for the whole match. You will get kicked. You will get dominated by the same person for the whole match. You will be on the losing team most rounds. You will have less kills than deaths. You will buy crazy StatTrak weapons, stickers and knives, but still only have 10 kills at the end of the match.	61.6
You will not get called a n00b. You will not get called a hacker. You will not get called a . You will not get called gay. You will not get sworn at. Ever. You will not ever get screamed at. You will not chase chickens the whole match. You will not get kicked. You will dominate that one n00b every match. You will be on the winning team. You will have more kills than deaths. You will dominate everyone with your awesome StatTrak weapons. 10/10 - The best FPS I have ever played.	1235.0
HOLY ING . I WAS ON CS:GO AND MY DAD SAID, "SON WHAT THE  ARE YOU DOING ON CS:GO" AND I SAID " YOU DAD" AND THEN HE PUNCHED A WALL AND IT BROKE SO I THREW MY COMPUTER AT HIM BUT IT MISSED AND HIT MY MOM AND THEN MY SISTER WAS LIKE WHAT THE  SCRUFFY AND THEN I REALIZED I WAS A DOG SO I TOOK A  ON THE FLOOR. IT WAS THE BEST DAY EVER.	64.3
If i had a dollar for each time someone screamed at me in another language, i'd still have no money because i spent it on skins	347.7
The "third" game in the critically acclaimed First Person Shooter series that have shaped the PC gaming industry for years. Originally a mod for Half-Life turned into a stand-alone, had a Soruce sequel, and now Global Offensive. Counter-Strike 1.6 has long been one of the most played steam titles, seeing as the entire Steam platform was created with Counter-Strike in mind. Today Global Offensive have actually surpassed the original game in player base, something that Counter-Strike: Source failed to achieve. I was never a hardcore Counter-Strike fan, I always had a buddy or two that were better than me. Therefore I can't tell you the perspective from a experienced CS player. A lot of players were disappointed in Counter-Strike: Source because it did change too much of the core mechanics. Others were disappointed that the game did not change enough. Global Offensive apparently somehwhat succeeded in both those things in some mysterious way. Some core 1.6 players like it, and the game is relatively friendly and easy for newcomers. Of course there are still players who disagre and still value 1.6 or even CSS better. Counter-Strike Global Offensive offers the same team based versus mode, where you spawn, buy items, and you are free to move around the map to find the enemy players. The maps are never too big, and you always spawn in the same area. The main objective is to kill all enemy opponents, but there's also the classic objective of planting the bomb, or saving the hostages - depending on the map. Once you die, you have to wait for the round to finish before you respawn. Classic maps such as de_dust and cs_office have found their ways into this title as well. Same goes for most of the classic weapons, AWP, M4A4, AK-47 etc. Beside the classic competetive team vs team, there's Arms Race and Demolition. Arms Race is a adoption of the classic "Gun Game" game mode from the original Counter-Strike, where the players are in a team deathmatch, and each kill will level up your weapon to the better. Demolition is a cross between Arms Race and classic "plant the bomb"-objective just on smaller maps. There are also time-specific events such as Operation Payback and Bravo, where players must buy a pass to play on community made maps and to support the creators. Just like any other modern Valve title, this game comes with all the Steam features including Steam Workshop, where people can share their created weapon skins and maps. Just like Dota 2, the items does not change the gameplay in any way, only cosmetic stuff. There is also weapon drops in game that players can get, with different range of rarities - To bring the Team Fortress 2 lootfest to this game as well.	1713.2
If you're not buying this game, I'm gonna spank your mother.	750.7
Everyone that kills you is a hacker, everyone you kill is a noob! 10/10 would buy again	668.1
I haven't played much to be able to fully review it, sadly... However, from what I've played, I think the story's about a bunch of high-school students with sunglasses wanting to blow up a courtyard in a desert while the government spends billions of dollars funding the police with all the Karambits and AWP | BOOM 's they want in order to "take'em down, easy peezy lemon squeezy" (direct quote from an interview I did...). I think it's all because of some sort of rivalry due to an anual chicken chasing contest...	222.4
Best chicken kill simulator, period.	113.8
Let's put aside bad low rank community and concentrate on some real things! Gameplay 9/10 The gameplay itself is very good, every in-game control is easily adjustable, you can even change the crosshair. Crosshairs can be dots, squares and even triangles which is something that can really help you improve your skills and your gameplay experience. Graphics 8/10 As with in-game controls, it's same with graphics, there's many options which will help you utilize your settings. The game optimization is done pretty well, which is expected from Valve. The only problem is that there's a lot of pixel walking which we have seen even on the professional scene. Sound and voice acting 9/10 They have done it right, with quality headphones you can hear every opponents action, and take advantage of that. Voicing is beautiful, they vary from every character, they are with different accents and sometimes bad pronunciation , but that's something that makes it more realistic. My favorite voice impression is "I'm throwing smok". Game physics 7/10 Although it's a lot better from what we saw in "Counter-Strike: Source" and in "Counter-Strike" there's still some problems which might ruin your experience. Weapon recoil is done pretty well and they are similar to real recoils of those weapons, which is something that we don't see in every FPS game. Community 5/10 Yeah, yeah, I know, community isn't the best, but it really depends on your rank. As previously shown, lower rank equals to more trolls, harassers and leavers, but isn't it like that in every online game? When you are a higher rank you can still encounter toxic players, but they aren't a problem anymore, the real problem turn to be hackers . Valve is taking care of them pretty fast, but it seems like it's not fast enough. Overall experience 10/10 It has some problems, but I enjoyed and I'm still enjoying in this game. Everyone should at least try this game.	600.8
JUST NICE	742.6
The knives in CS:GO cost more than real knives. Also still better than Tf2. 11/10 Valve.	100.6
This game taught me how to self harm. 10/10	200.8
Internet crashed at the start of a competitive match and I got a 24 hour ban. 10/10.	116.5
What is CSGO? CSGO is an ocean, the further down you go in rank the more you drown in speds and scrubs. Eventually you go past the point of no return and you simply cannot return to the surface, forced to suffocate beneath the waves being dragged down by anchors and asphyxiate from the high pitched shrieks of " Rego on this server".	2015.8
I want to like this game. I really do. But there's just a few quirks I can't get past. (Nothing about gameplay or anything like that). For whatever reason, I dont feel like coming home and playing CS:GO for hours as I do with other games. Also the community is really mean to new players for some odd reason. My first competetive game, I had people calling me a  just because wasn't going to the right place. When I'm the last alive and I lose a gunfight, I get kicked for nothing in particular. And when I'm playing with my friends and I don't understand how I haven't hit the person, my friends tell me,	63.7
and	919.1
The problem is, how do you learn how to play when nobody is nice enough to help you out? P.S. There are occasionally the nice ones in a lobby, but they are NOT the majority. EDIT: I DID play some deathmatch, and I thought I did pretty well. Even some of my friends who are vets said that I should start playing competetive.	0.6
My friend told me he didnt like this game. I told him I was globally offended. #roasted 10/10	744.3
shot a guy and he died, was pretty fun so i did it again 10/10	975.2
Worse than a meth addiction	534.2
Learn Russian in a matter of hours with this simple language tutor, you will be placed into classes where the better your Russian the more advanced your class is, using the next-gen ranking system. In hourly chunks you will be put into classes of 10 where you in your team of 5 must amass the most number of russian curse words whithin the 1 minute you have to speak with the other team before, during and after the lesson. The team who wins the 5 on 5 challange will likely see thier rank increase to the next level to battle more advanced opponents in; Counter-Strike:  !	922.1
A Russian Case opening simulator invented by Gabe Newell. "You have spent approximately	682.7
in the game" R.I.P Private Economy	205.2
gave me ebola	1547.2
10/10 would go AFK again.	546.5
Best way to learn russian.	1430.1
Russian Logic in CS:GO. - Okay guys, go eco. * Russian guy buys an AWP without armor and no grenades - Okay, go A long. - ! *Russian guy shoots teammate in the face with a deagle and runs B alone with bomb.* 8/8 gr8 exprerience	1433.8
If u love KFC you'll love this 69/69 best chicken mass murder sim out there	248.9
Great game that can teach you many things such as: 1. The Russian language. 2. How to be a tough guy that is afraid of nothing behind a screen. 3. How to be racist and sexist. 4. How to be spoiled as . 5. How awesome it feels to shout through your microphone and giving invalid instructions while someone is trying to pull off a clutch. 6. How to be disappointed in human beings. 7. How to socialise in a civilised and calm manner (/s). And last but not least. How to be a complete  for no reason at all. Aside from that, if you're willing to ignore the aforementioned it can be a truly great game. It has many goals for you to achieve if you wish other than the obvious goal of getting the highest ranking possible. You could always aim to get that gorgeous weapon skin you always wanted potentially without spending any money at all. It is highly recommended you find a few people to play with as solo queue is extremely toxic, harsh and often rude, as in every other game that has competitive matchmaking. Having 4 people to play with can be extremely fun since you can easily bond together and have fun either you win or lose. It's a good game and I do recommend it as long as you're willing to ignore the (Admittedly plenty of) things that are wrong with this game. Even if you don't, it can easily be worth it if your skin is thick enough or you can utilise (If you got the balls really) self-deprecation humour.	587.0
Can't find a single game without smurfs ruining it. Fix matchmaking ffs	206.1
Counter-Strike: Global Offensive is a point and click simulation game, where you play as a travel agent who sends people to paradise.	723.7
Really good game. Very simple, yet complex at the same time. For first time players: DO NOT let the game's recoil mechanics scare you away. It will take some time to get used to but once you do, it is a great game. PROS: [+] -Great community (COMPARED TO SOME OTHER GAMES) -Frequent updates -Tradable stuff -Source Engine means that players from GMod, CS 1.6/Source, etc. won't (or at least shouldn't) have a hard time adapting to new controls and physics. -VERY Competitive at higher levels -Tons of workshop files and tons of room to make your own skins and maps -Weapon skins -Multiple modes for casual or competitive and more -High FPS on almost any PC (great optimization) CONS: [-] -Skins can be expensive or worthless -Skins and cases can suck the money out of you if you let it -Recoil is not very easy to get used to -No aiming down sights (FOR NEW PEOPLE, CALM DOWN VETS) -Cooldowns can be handed out unfairly -Low graphic quality/detail compared to other games (IT IS SOURCE, CALM DOWN) -MP only (if you are reading this, you most likely have internet at home, THERE IS A BOTS ONLY OPTION) -Hackers do like to hack in competitive matches at higher levels -Callouts are not that easy to learn for beginners OVERALL: Get it. If it is on sale, CS:GO is an even better deal. The recoil was my biggest challenge at the start but just take some time to practice with bots. Perfect for traders, casual FPS players, competitive FPS players, and workshop content creators. RATING: 9.5/10	1417.5
"420/10 not as good as skyrim its alright i guess though" -#IGN	709.6
When I reviewed Counter-Strike Source a few years ago, I called it things like "immortal" and "the definitive multiplayer FPS." The Awp is easily one of the most satisfying weapons in gaming. Quickscoping and noscoping can be a gamble - I really like the balance and precise feel of the Awp. The rest of the weapons feel really good - there is much more variety here: we are talking custom weapon skins and even a custom loadout for each team. This is one of the areas where CS:GO shines, and leaves its predecessors in the dark ages. Competitive matchmaking is one of the really nice features of Global Offensive. The game allows you to play in competitive matches based on your skill level rating. This is done similar to the matchmaking in Dota 2. While not perfect, I find the matchmaking to be pretty accurate - it is rarely a cakewalk. Always be wary of the player community for this game - this community has some sick and twisted people, tons of trolls, smack talkers, hack accusers, mic spammers, and cry babies, lol. Fortunately you can mute players, and if you are so inclined, can vote them off the game - nice! Trading and items drops are a fairly big part of the game as well. One of the neat things about the game is you can easily sell back your in game drops via Steam market and basically play this game for free or even profit from it. its insane, but some items sell for over $400 USD. CS:GO is on the rise reaching peaks near 300,000 players. There are huge tournaments played, and with each passing month the game sees positive growth. I think its safe to say this is the new "definitive multiplayer FPS"! 9/10	480.1
Lose Faith In Humanity Simulator 2014	94.2
I've wasted over 200 hours of my pathetic life on this  game. Its not even fun its the exact same thing over and over again. Just like my life. Anyway, you can get new skins. Also, instead of fixing hitboxes, weapons, and servers, Valve released new summer skins, so while you get ed in the head you can inspect your weapon. Also, every single game I join I get called  for how I sound, and god forbid that you actually want to have fun. This game, will want to make you rethink your puny existince on this galaxy, and about how you are spending it shooting the same  over and over. New Stat Traks thoo####### Cant even spell Track right the ing . 10/10 Would try to kill myself again Thx Valve UPDATE I have now.... 542 hours in this game. I have wasted another 300 hours of my life, with this thing going on in my head. Now now, I know what you may be thinking. 300 hours? There surely must be some improvements with this game between then and now. HahahahahHAHAHAHAHAHAHAHAHAHAHAHAHAAA I just got banned, for no being able to reconnect to a match. Not my fault, I was online, everything was going swell. DANDY. Until it kicked me out, and banned me. I final  shot in the eye. This game....has ruined my entire life. I could of done so much with my life, been something, but csgo took my lifes goals. I couldnt balance it out. This game grasps you by your balls, brings you to your knees, shoots its load in your mouth, then makes you feel like a piece of  swallowing One thing when you are playing this game to remember is that, it is never VALVES fault. It is always your fault. Everything in this game is well designed, elaborate, and rich, with team based elements. That is until you actually play the game. Then you realize everyone is as big of a ing  as you are. I hate this game, it ruined my life, it ruined my dreams, it ruined me. I never want to play this game again, I never want to see it again. I want to bury it under six feet of dirt. LOL @ ZOMBYE CHICKENS LOLOLOLOLOL HAHAH MASKS thats GR8 I can feel Like A VILLIAN DANKS VALVE. I have no reason to live anymore. 10/10 would reccomend if masochist, depressed, suicidal, or a GIANT.....ING.....LOSER Or if ur like me, and all of the aboVE.	739.5
I bought cs:go for the storyline and the mmo feeling i haven't had since World of Warcraft.A few people ask me how the hell i speak russian and what is the fastest way to learn it.The answer is obivious... CS:GO!This is the game where you can enjoy all of your fetishes including tea-bagging,flaming noobs,being noob,singin with your mentally disabled polish friends,planting bombs with arabian guys and the best of all .... CHICKENS!!!!Of course there are chickens even on the nucler plant, planty of chickens.Ohh and the best in the game the totally fair matchmaking system that helps you find the best russian mates only on dust2 just for you in your skillgroup.Sometimes you even find players with mental skills over a 5 year old baby.Ohh and you can meet traders (Jews of steam) and scammers (Gypsies of steam) they are always the most trustable people you can ever meet on this globe so far.Every minute you invest into this amazing game enchance your not existing skill and accuary to make you one of the worst silver that universe ever seen.I wish good luck for this really great game i can only recommend it for others for such a lot of great reasons ^^ . It's still one of the best games out there so go and buy it guys ;) Good bye :D - Titantiger/Jega5	2104.0
Remember, No Russian.	585.1
My gf asked me to choose between her or CS GO, i told her ` blqt, idi nahui`.	1641.3
This game is far better than Call of Duty	638.8
.	256.3
101/10. would go AFK again.	867.4
CS:GO is very realistic, the biggest similarity with real life being the fact that they both suck balls. Also, don't forget to buy our keys for only $2.49 for a chance to get a gun with a texture made in GIMP in 5 minutes that makes it look like a Hot Wheels toy.	41.4
basically >autism breeding ground >so many ing smurfs >much hack >fun if you enjoy anal >10/10 would kill a down syndrome child	1005.0
This game is truly amazing. Launching it is like a gateway drug, to more Counter Strike. If you want some tense, nervewracking clutch situations, Competitive is for you, but be warned; Silvers will do the most messed up tactics, call you a hacker if you see them or kill them, or if you even win a game, i never knew how many 12 year olds had ed so many people's mums there is not enough lifevests left. However, there are some good community servers too, full with Surf, HS Deathmatch, Jailbreak, BHop etc. which is good until you meet the admins, 90% of admins are 12 year old donators who abuse the  out of their power	626.9
This game has a feature were you can turn $2.50 into 10! Then you bet that 10 skin you just got on CSGO lounge to try and make your money back, but then lose the bet. Outraged you decide to buy another key, hoping that this will make up your money by pulling a knife, only to find that you got another 10 skin. Hundreds of dollars later, finally you think you have learnt your lesson, to not buy keys and decide to buy a skin straight off the market for full price. Being still resonably new to the game, you click the unknown link, unaware of what is going on, you later realise that you have been scammed. Thats right that skin you bought, more expensive then the game, and all 10 skins you have purchased for $2.50 are gone. Outraged once again, you start this process all over, this time knowing the chances of you pulling a knife and making your money back are extremely, slim, but you feel that this will be the one, lol nope get rekt son, 69 skin.	439.0
First Off... Im not sure when Trolls, Smurfs, and Hacks began to become the norm, but the game is broken. They put it on sale for 5.00. Kids buy it just to hack it. Valve knows, they dont care. And all we do is BUY BUY BUY skins. I mean 400.00 for a knife skin? WTF?!??!!? Didnt we used to be able to get those for free? The guys hacking have a customer service number to call if they cant set it up correctly. Hacking is Big Business. They took 12 name tags from me, all because of 1 off-color gun name. Meanwhile, vulgarity far worse than my gun name, is allowed to cheat, troll, and make the game unplayable. Because its funny to watch people get pissed. And valve does nothing but put the game on sale. And kids, Rememer. When you tell ghame developers that your ok with paying 65.00 + 35 or 50 for the "season pass". You set what the market will bear. Thus making games MORE expensive for us, and limiting how much fun you can really have with it. Cuz if you cant afford the season pass.. you dont get all that content. CSGO is setting an example of how to take all of your customers money, and make them happy they did it. Maybe they put it on sale so that you can afford to have 3 copies of they game. 1 for rank, 1 for smurfing, and 1 for hacking...	894.5
You shoot people and stuff	152.4
Bought game Played game Got killed by a russian Kicked the russian Got banned 5/5 would play again if werent banned for 7 days.	1213.9
"go play call of duty, this game's not 4 u" - GabeN	918.2
Best FPS game ever!	1943.4
It's Best first person shooter game available on Steam. Community is very much active and game is updating every month and so. Good official servers and support. Awesome. Better graphics, new guns that have been update from CSS, and the game itself is similar to CSS, which in my opinion is a great thing and it's only $15. Overall Great game.	950.2
Years of playing overrated AAA shooting games with lens flares, blood on the corners of your vision, and blue everything have since taken me away from the good old primative day of filling in the shoes of generic swat teams fighting generic terrorists; of which both groups lack the ability to look down the sights of all but a few weapons. Then I found Counter-Strike: Global Offensive. Being set eight years after the events of the previous game, there are noticeable changes brought upon by the passage of time. For example, the cognitive ability of hostages have further decreased to the point where they can't walk on their own. Moreover, both the terrorists and counter-terrorists adpoted new-found language ability. Finally, as we've evolved from the black and white days to being able to see the world in color, the world of Source has evolved drasticly in it's graphics in the eight-year gap between games. Among the new things introduced are atom-wide ledges, birds of superavian strength, and a modernized Russian train station which pays tribute to the skillful, fun to play with, and polite players of the Motherland. Finally, Counter Strike: Global Offensive has gone above and beyond the expectations of being an emergant AAA title by introducing an economy system that teaches rich naive kids the harshness of the post-2008 economy. Bravo. I've only played a bit of it but I will reward this game with a 9/10 for it's advanced chicken AI and the hyper-realistic sounds they make when you caress them with knifes in a fashion akin to spreading butter.	647.8
