% Generated on Thursday, 14. May 2015 05:34PM
% This ARFF file was generated with review data from the following game(s): ['Counter Strike']
% It is useful only for trying out machine learning algorithms on the bag-of-words representation of the reviews.
@relation reviewer_experience
@attribute string_attribute string
@attribute numeric_attribute numeric

@data
"greatest game ever made. fast paced action . choose between counter-terrorists and terrorists. plenty of guns and maps.",1146.3
"awsome game. i am playing this game from 4-5 yrs. and i am still not bored of it :d",1065.0
"mexicans ... holy  mexicans... oh my god mexicans ! everywhere ! the game is broken ! wtf? did he just throw a boulder at me !? i ing love this broken stuff ! 10/10 would get hit with a boulder and die while t-pose man dances over my dead body and screams stuff at me in spanish",165.1
"i play this game for fun. my 1st favorite game on steam! oldschool fun boy :) ^^",36.1
"this game would be the best game you will ever play and enjoy playing it 10/10",1651.6
"the best game valve made after cs:go but the updates made the game very poor :( wish it could be like in the past",172.2
"it seems i am now a legend after playing this game...",119.3
"play the worlds number 1 online action game. engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. ally with teammates to complete strategic missions. take out enemy sites. rescue hostages. your role affects your teams success. your teams success affects your role.",986.6
"went on a server and i was overwhelmed by brazilian piraters. makes me think why i bought it. 10/10 move to brazil to pirate the game.",11.1
"this is the most legendary game ever, i have played this for many many years. i wish i had my old account with all the hours i put in this game when i was younger. gl hf (>  -  )> boom headshot!!!!",59.8
"good game, addictive gameplay what else do you want",0.5
"hands down the best counter-strike ever made. it have the fun in it that no other game have. the feeling when u play for a example a warcraft server. the time you put in and playing that game for so long. dont buy cs:go. but this sh*t 10/10",85.3
"really weird game but its fun its probably better to buy a different cs game. t.t!",0.1
"i have been in my basement for 33 hours playing this. 999999/gaben+reggie=......?",69.4
"counter-strike 1.6  still one of the best shooters...classic!       valvethank u",29.7
"just coz its old doesnt mean its good. pros skillfull addictive good maps easy to learn cons need more players losing players hard on noobies you know what they say a game that looks good is impressive for a few months.... but a game that plays well is impressive forever. 10/10",234.7
"man, ive never been called a moth******** so many times, a p****, a h*m*, and stuff. after i started playing this game, i started wondering also, how do all those people know about me f******* their mother, in her p**** even though they thought i was h*m*. lel",7.4
"nice game, playing this game sometimes too feel nostalgia.",34.5
"almost 15 years old, 11th most played steam game in 2015. should already tell something.",0.8
"youve never played counter-strike, you dont deserve your computer.",22.0
"you are a pro gamer? want to play against other pro players? this is for you!!!!!!!!!!!!! this game deserve a golden medal!!!!!!!!!!!!!!!!!!!!! masterpiece!!!!!!!!!!!!!!!!!!!!!! 10 out of 10 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",68.9
"this game... is great. no, seriously, this is an awesome game. however, it isnt quie worth 10 bucks, maybe 7.50, so either wait for a sale, or buy a retail copy and use the cd key. pros: -extremely fun -balanced weapons (except for the awp) -lots of servers & players -its classic -its not that big, its only about 400 mb. cons: -learning curve is a cliff. thats on fire. -not the best graphics (can be fixed with a texture pack) -no bots overall, i give this game an 8/10. now buy it, now!",23.7
"it seems i am now a legend after playing this game...",119.3
"a very fun, addictive, awesome game, and its still have a lot of player about 14 years!!",169.4
"fire in the hole. i hear that so many times. 10/10 the game that revolutionized multiplayer first person shooters.",6.7
"my fav. game. i havent got bored playing this game and also became a skilled player :).",360.2
"i got flashed four hours ago and i still cant see anything. 10/10",487.9
"its not the hours of games that the player ! : p my first fps of 2004..... i gets it wrong with this new account! best game !! 10/10",94.5
"+ competetive. easy to play. can include ai for training. tons of servers/server plugins/custom maps/even custom guns. fun to play, always. - little repeating. in overall, i recommend it to everyone, please do not judge this game for graphics and/or lack of military actions, goldsrc engine is not real virtuality 3 ( arma 2 engine ), and this game is old school, typical classic so graphics are what they are.",460.8
"this game is a classic. i lost many hours of sleep and spent a lot of time playing this game from the 1.1-1.6 clients of this game. 1.3 will always have a place as my favorite time i played the game. still love to pub with friends.",26.0
"best game in my opinon. i played a lot counter-strike , steam and non steam. i will play a lot of counter-strike in the future. i recommend the game but who doesnt know counter-strike right?",303.9
"i really like the game, but i couldnt find the stupid cake.",1345.3
"good game, strat and inv skills is a must to dev in game.",48.5
"hands down the best counter-strike ever made. it have the fun in it that no other game have. the feeling when u play for a example a warcraft server. the time you put in and playing that game for so long. dont buy cs:go. but this sh*t 10/10",85.3
"classic fps! a must-have for every fps player to explore the roots of fps-gaming!",469.0
"using an awp is cheaper than ing my mother and no one wants to see either. go play cod.",6.8
"this is the beginning. this is where all started. awesome game of all times. up until cs:go came out, no other fps shooter compared to this games phisics.",290.9
"this is a fun but old game will still make you amd like any other fps (this is alt account so i know what im saying)",0.3
"this game remembers me my childhood :) best fps ever :)",40.0
"so many years with us, but still the best game ever. :)",1061.2
"memories... you cant call yourself a gamer if you didnt play this game.",741.5
"the best game there was and there will be! great balance and impressive legendary games.",918.3
"i like this game! playing since i was 8! played a lot... fine graphics and other stuff.. no.1 game in fps world!!",22.9
"awesome game, playing since 6 years! addicting game! must play this <3",181.1
"the game that i love the most no matter how old it gets....",43.2
"this was my time (this is a legendary game of all time ...",7.2
"its counterstrike, plain and simple. great for lan.",521.8
"its counterstrike, plain and simple. great for lan.",521.8
"virginia tech massacre columbine high school massacre",10.7
"the reason why you should be using steam in the first place.",1.9
"finally i buy that game! awesome! :d (i`m not a valve`r now) >:)",515.9
"the reason why you should be using steam in the first place.",1.9
"i love this game.....this game having best performence in online.....cant stop playing when i start it........:)",667.5
"its a good game but i got some kinda grapical bug and i need very much help and i cant see my grapical settings just cuz somthing makes me see a little bit of the menu screen would like some help :d",406.2
"i love this game since 2006 when i played it first time. im playing it still and its 2014! this game rocks!",906.2
"i wish i could give a comprehensive review on this classic shooter, but im not allowed to play it anymore. i have 1.6 hours played.",1.6
".:huli bl9t ya nub?eto on 4itak ebaniy...bante ego .         10/10  minecraft-. :mmm...huyn9 a ne igra!kto v eto igrat voobshe budet?tolko mudaki kak ya!i tolko!",130.6
"i can still make headshots so i still recommend this game to people out there! :d",7.1
"i love this game since 2006 when i played it first time. im playing it still and its 2014! this game rocks!",906.2
"rew vyuuws are f0er p33pl who l1ke d1sney and w3nt th3re to buy a mickey mouse dild0",0.2
"get this game if you love repeatedly hearing sounds of fire in the hole!, not respawning after you die and having to deal with players hundreds of times better than you when you first begin playing. if you enjoy a game of frustration with a terrible community who will look down on you for not having reflexes like a cyborg, this is the right game for you. also, if you dont already have this game, you are a . please either buy it or leave steam immediately.",1325.1
"love this game to be honest, great game which has its ups and downs, base of my pc gaming career, best game franchise based off of half-life what can i say.",850.4
"old school fun. love it. reminds me of my first childhood pc games.",6.6
"counter-strike 1.6. not one of the best, nor one of the worst.  good gameplay   bad graphics, as it was launched in 1999  if youre going to buy this game at this time, i suggest buy counter-strike: global offensive. (7/10)",194.8
"classic. one of the best and most competetive first person shooters ever made.",8.0
"launched the game, joined a random server , laughed about 43 minutes because of the graphics and animations, got rekt by some fgts , insulted them and their families , closed the game and laughed again because i acted ridiclous , opened the game again, rejoined the server, insulted them again , closed the game another time and laughed enough to cry a bit. one of the best gaming experiences i ever had. 9.9999999999999999999999999999999999999999999999/10 would get eye cancer because of the graphics again. its not a full 10 because there are no 499 knifes.",0.7
"best ever in the century. no matter graphics, this game takes your gaming upto a higher level and brings you a better gaming sense. <3",76.7
"got yelled at in spanish by a fat mexican guy and then proceeded to tell  knock knock jokes on mic and rouse a crowd of at least 20 spanish-speakers who understood at maximum 3 words in each joke but still laughed hysterically 10/10 would recommend",8.1
"one and only the best game ever played... those who agree please like this.... xd..... -get_right",167.4
"of course, very good game, only writing this to increase amount of positive reviews.",898.6
"this game fun when i stuck in russian internet cafe in forest but now i live in glorious european i can play csgo!!!! ( only poor chinese and russia play this, sometimes a german))",0.5
"the most intoxicating, the most classic cs ever. best for oldschool players! ;)",596.5
"uh.. probably the best game i have ever played. must have, go and buy it, now!",159.9
"played this for like 7 years before steam was even created. great game.",190.9
"a very good game you get a lot of cookies and potatoes",42.3
"this game is a real classic and its still in the top of the best first person shooters this day, the graphics arent the best but they are still good. the community is nice and still active. this game is in the top10 for most played games. its a really good game for a cheap price.",966.9
"this game teaches people why graphics dont matter.",808.1
"just like warcraft iii, diablo ii, this is the game ill never forget. heaton is my favorite pro player, and microsoft intellimouse explorer 3.0 is my favorite mouse. ah!!! good old days.",1.1
"i am a very old cs player but this one is a beast i am just ing loving this game great one",7.7
"played first time 13 years ago and got totally hooked up, awesum game.",1272.5
"the best game in the world, the jipiroca is going pew pew.",1451.7
"one of the games ive enjoyed, the original is always the best the say but i do recommend to have a look on the newer versions as well, it is a great game serie. ive played the counter strike games and half life for quiet a while and i cant complain, 1+",22.1
"do not buy this game, if you do, youll never see the sunlight again !",1121.8
"it was the lol of fps during quakes heyday, funny how its considered hardcore now the sounds of any west coast us server is like going to a working class latino neighborhood eyy foo they all goin b wtf  fucc u chu wana fite holmes??",231.4
"a classic, still among the most played game in existence.",33.6
"this game is the best action shooter ever made, its gameplay is very well balanced and you have many options and tactics to do. actually, if you play cs:go, then this game is exactly the same except that the graphics are from 2000. but this does not matter. gameplay is far more enjoyable then graphics! and if steam was built aound this game, well, then it must be some good stuff.",16.8
"first a mod. then a game. then a series. now, a legend.",60.1
"owesome game, no other game gonna beat this one, this game owe my life..!! :) :d",3.3
"best fps game ever in the history ,present and future of pc gaming",568.3
"i bought the counter-strike complete pack and ive never regreted buying it",1.7
"counter-strike...a game which is a true fps and is one of my favourite shooters",26.2
"got yelled at in spanish by a fat mexican guy and then proceeded to tell  knock knock jokes on mic and rouse a crowd of at least 20 spanish-speakers who understood at maximum 3 words in each joke but still laughed hysterically 10/10 would recommend",8.1
"just one thing i would like to say is that i can live without my girl friend but not without counter strike. :) ;)",176.5
"one and only the best game ever played... those who agree please like this.... xd..... -get_right",167.4
"the good old counterstrike never seems tiring and boring. i still play it till date alongwith counterstrike : global offensive. valve should release update for the remaining bugs and glitches and revamp the graphics keeping the gameplay same.",1032.8
"i think its fun. havent aged very well, but still runs on modern computers without any problem. worth picking up if you find a good price for it. was also my first steam game, so what can i say? this game gets 7/10. still better than cs:go",43.4
"i just cant stop playing that game it controls my mind",9.3
"forever! my lovely game! im start to play at this game when i was 6 years old!",161.4
"f-fi-fir-fi-fi-f-fire in th-fi-f-f-fire in the hole! 10/10",1.3
"im getting addicted to this game and so will you if you buy it.",301.9
"by far the best fps i played. to many hours lost to this game as a kid.",144.3
"just one thing i would like to say is that i can live without my girl friend but not without counter strike. :) ;)",176.5
"best ever in the century. no matter graphics, this game takes your gaming upto a higher level and brings you a better gaming sense. <3",76.7
"this game teaches people why graphics dont matter.",808.1
"played first time 13 years ago and got totally hooked up, awesum game.",1272.5
"the best online game.........it never gets old!!!!",39.4
"this is one of my favourite games. it is simply classic game. i really enjoy playing this game",725.3
"old cs source is better but it was a start to a generation",36.2
"this game is the best action shooter ever made, its gameplay is very well balanced and you have many options and tactics to do. actually, if you play cs:go, then this game is exactly the same except that the graphics are from 2000. but this does not matter. gameplay is far more enjoyable then graphics! and if steam was built aound this game, well, then it must be some good stuff.",16.8
"for a classic valve game, this game is very addicting! comprehensive multiplayer.",743.9
"after playing cs1.6 (sorry for not playing earlier ones), css and csgo, this still reigns supreme? why? it feels so smooth. its fun. great maps. graphics arent all that bad (and are done much better than csgo) and the bots arent all that bad.",16.1
"the wise counter-strike 1.6 veteran said.. if you dont like 1.6. you dont deserve to live.",1.1
"this game is basically just cod with bad graphics. i rate it 10/10",54.9
"how to be cs:go pro 1. buy c-s 2. launch it up and leave it on for 2 weeks straight 3. get over 100 hours of c-s and then brag about it on your next cs:go comp game how you played with the best pros back in the day 10/10 still best game and s better than cs:go",228.3
"this is a great game, i have no problems with this game and it is fun and addictive. also this is my favourite game and even tho it may be hard at first it is still constanlty fun :d",1716.5
"worst game ever rip off of call of duty and has really crappy graphics and weres batman in the game like seriously screw all yall people who played this game 0/10 will not recommend",20.7
"cs is a awesome game with a friendly and mature online community. its one of the best games out there, and its a classic!!",10.6
"probably thats been 7 years since the last time i played 1.6, and im glad that i made the decision to buy it again and have fun with the old gal. everything is such a great and nostalgic experience. i dont even wanna touch the cs:go right now unless my friends ask me for a pre-made team.",8.5
"its the most multiplayer game in the world , and i love this game too much its so beautiful",446.8
"absolute classic, for only ten bucks why the hell not!",14.3
"excellent game one never gets bored of it addicted xd b|",61.2
"i recommend it!!! i like to play this game 10/10 :d",180.0
"by far the best first person shooter ive ever played.",568.4
"best fps for valve. i love this game. you should really buy this epic game and its franchise.",23.3
"the game whos have not so strong hardware overall this game rocks gots many server, many mods like - team death match, zombie mod, surf mod or just stay calm and play public servers.",1145.8
"hello people, i would like to spread the world about this game. graphics kinda bad, but its about the action, eh? so, it is mainly based as a game, terrorists vs counter-terrorists. terrorists have to plant the bomb,(at de_maps) or secure the hostages (at cs_maps). counter ones needs to do the opposite, defuse or deny the bomb (at de_maps) and get the hostages back (at cs_maps). there are a lot of mods, if you dont like the classic mode. but i really think that everyone knows about this game :). p.s. im doing this for a steam badge :d",26.5
"whenever i start the game there is a black screen...i can hear the noise but the screen remains black! why is thin happening tell me asap",2.6
"cannot emphasise on how great this game is. its ridiculously fun with friends, mods and such. a tad old, but its still functional. 9/10.",234.3
"everyone i know already owns this game. but for those that dont. i recommend counterstrike if you want a lesson in what it was like back when men liked women, and shooting games were not made for casuals.",1.5
"a must have,i love it,it has a lot of tactics. childhood memories playing this on my old windows 98 computer. come on its only $9.99. it is worth it you know.",61.4
"if cs:go never came out, id probably be playing this all the time instead. still fun to jump into once and a while, even for nostalgias sake.",21.1
"its a classic fps, and given its reputation among other first person shooters it could be considered the grand daddy of them all",1191.2
"cs 1.6 is the best fps ever made. i call it the the game that started it all but you kids with your damn, new graphics and your call of duties....go to hell!!! buy this game and play you bunch of pansies!",166.3
"if your on steam, and over 18, get this game. it is where online fps games really started.",36.4
"i ing love this game!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2.8
"this is the best game ever made. everything about the game is awesome. too bad its dying.",299.1
"really a gold game, we will mis u <3 best game ever :)",245.4
"play the worlds number 1 online action game. engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. ally with teammates to complete strategic missions. take out enemy sites. rescue hostages. your role affects your teams success. your teams success affects your role.",1336.2
"ive been playing the original cs for years, and its still one of my favorite multiplayergames.",27.2
"after not playing this game for almost a decade, honestly can say it is just as fun!",3.8
"this game is oldschool. im always playing on hns or kreedz servers, so its the thing i like here, the physics to play hns here. ive played this game for like 5 or more years already, and it feels great. feel free to play with me, have a good time! peace.",198.0
"i cant get the game to work it starts but i dont se the load screen i just see black",1.5
"a classic! great game... literally hundreds over hours played since i acquired during initial release...*",0.1
"the best game ever. buy this legendary game and play the worlds number 1 online action game. engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. ally with teammates to complete strategic missions. take out enemy sites. rescue hostages. your role affects your teams success. your teams success affects your role. dont think twice buy it . you will not regread.",256.0
"absolute classic, for only ten bucks why the hell not!",14.3
"the game is good, but not a lot of people play the original anymore. if you dont have any friends who play this one, stick to cs source, because the few servers in the original that are populated are not exactly your standard modes usually. but a good competitive shooter none-the-less",1.2
"highly recommended for players who need to experience the grateful time of a shooting game . it is easy to play this game with no real difficulties and appropriate for newbies . if you will play this game for 2-3 months .... you will soon be a pro !",2.6
"the best game in the universe , no other game can be compared to this awesome game",662.0
"soo much great memories with this, but who is telling this is not getting old is a liar cause today its realy cumbersome and hard to take.",14.7
"i cant get the game to work it starts but i dont se the load screen i just see black",1.5
"ok, ill be honest when i first got this game i was a little uneasy but i just played it today and this game is astoundingly great for either nostalga or somebody who want a fun experiance when not haveing such a good pc so id buy it. have fun",0.9
"hit game,valve should delete it to get more source and go players....!!!!!!!!!",24.9
"play the worlds number 1 online action game. engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. ally with teammates to complete strategic missions. take out enemy sites. rescue hostages. your role affects your teams success. your teams success affects your role.",1336.2
"ive been playing the original cs for years, and its still one of my favorite multiplayergames.",27.2
"best fps for valve. i love this game. you should really buy this epic game and its franchise.",23.3
"ok, ill be honest when i first got this game i was a little uneasy but i just played it today and this game is astoundingly great for either nostalga or somebody who want a fun experiance when not haveing such a good pc so id buy it. have fun",0.9
"very nice, people may disagreee because of its graphics but come on! it doesnt matter. :d",36.0
"precision fps. you are rarely rewarded for spraying your weapon, its all about controlled firing for headshots; somthing that is unique to this release.",111.7
"good ol 1.6, many memories, not really. i havent played it that much.",4.8
"far, the best shooter ever, css and csgo arent the same!",882.2
"extremely fun game. most people speak spanish. prepare to rage. pros-------------------------------- 1 vast variety of game modes and plenty of dedicated servers to play on. 2 extremely fun gameplay 3 good game to play with friends 4 good to play solo 5 zombies....nuff said cons--------------- 1 no campaign 2 mostly spanish players 3 they swear at you 4 cant aim in unless you have a scope",6.4
"killed everyone of enemy team in a round died in 5 sec in the next 10/10 would do it again.",41.2
"the best game i have play,it is very free in the game,it not only a fps game,we can add mod in it and we can drive.jumping kreedz do everything on this game: )nice old gold,but now a lot of people play csgo,that is nice too!",881.4
"this is a good game i recommended to you. this game is old bath a good game for nolifers. if you play this i recommend a server ladie.lt this is a good server. this server is of lithuianian country.",234.7
"this game is one of the most addicting games and the most fun games on steam.",78.4
"i cant imagine my day without playing atleast for an hour !! :p",209.9
"counter strike: source is better... but i like the cover for this one better.....",2.3
"the game is good, but not a lot of people play the original anymore. if you dont have any friends who play this one, stick to cs source, because the few servers in the original that are populated are not exactly your standard modes usually. but a good competitive shooter none-the-less",1.2
"tons of fun, but theres a couple newer versions now.",0.5
"this game is one of the most addicting games and the most fun games on steam.",78.4
"i really enjoy playing cs 1.6 . this is a great game and i really enjoy . i recommend you all to play this game . hence, this is one of the best games i have ever played .",320.2
"a classic and always will be! must get for classic game lovers!",4.3
"can someone help me i went to video clicked widescreen now i cant get to video plus why the  would they put this in the game",14.4
"i recommend you this game if youre 12 years old who just discovered weed.",9.2
"i really enjoy playing cs 1.6 . this is a great game and i really enjoy . i recommend you all to play this game . hence, this is one of the best games i have ever played .",320.2
"after 14 years still a great game. forget the console games computer rules....",0.3
"swat is upset about the de_forge update because hes never played that map before :(",328.0
"the sniper scope looks exactly what it looks like in real life",22.8
"best online played game no one can beat this game :d",113.0
"unlike cs:go, with getting expensive knives and later after you finally figure out how to use it you get shot by a noob. this game offers true russian language speaking lessons, i have now learned fluent russian and somehow learned german along the way. it works like a true russian language speaking (and german) simulator should, 8/8 m8.",5.7
"great game. you should pay up to $25 for this game.",49.2
"1 of my favorite games and the first game i bought on steam.its worth buy u will never get bored of playing on the servers.",191.8
"best online played game no one can beat this game :d",113.0
"unlike cs:go, with getting expensive knives and later after you finally figure out how to use it you get shot by a noob. this game offers true russian language speaking lessons, i have now learned fluent russian and somehow learned german along the way. it works like a true russian language speaking (and german) simulator should, 8/8 m8.",5.7
"the mother of fpss!? csgo is better now imo tho. but loads of great memories! <3",1221.0
"counter-strike(1.0 - 1.6 not source) is one of the greatest esport fps games(if not the greatest) in the gaming history and is still worth buying today. graphics doesnt matter for a good gamer, gameplay does",12.5
"went on a spanish server and 10 minutes later my bank account was wiped.",1.9
"i love this game. that was the first game where i was start and i love it forever <3",947.6
"this is the best first person shooter ever. period.",105.9
"great game. you should pay up to $25 for this game.",49.2
"great game. you should pay up to $25 for this game.",49.2
"1 of my favorite games and the first game i bought on steam.its worth buy u will never get bored of playing on the servers.",191.8
"still the best cs out there... if valve would add matchmaking like cs:go got it i would pay for it again",742.6
"just buy this  masterpiece and love every second of it.",8.2
"gurl i just got ma nailz done n dis  be like dayum gurl dem nailz holy  dem nailz *hyperventilating intensifies*",0.3
"badass game of the year 1999. 9/10 + weapons + mods (ctf, dm...) - community (cheaters, cheaters everywhere)",21.8
"my old school tactical fps.its still have a classic atmosfere and gameplay.my best game from 90s.",11.8
"best game ever. counter strike of all counter strikes.",67.3
"best fps out there, no doubt. with so many different mods, maps and time it takes to get bored with this game, i just cant think of a better fps game. best of all, its all fun usually - except when you get kicked from a lithuanian/polish server for speaking english or asking to ban a wallhacker. 9/10 ...because server list is so big and many of the servers are full of bots, only serving purpose to redirect players to join someone elses server. it can be hard to find a real server.",71.2
"really awesome game and steam helped me to improve my cs 1.6 game thank you steam",1196.8
"its counter-strike. sadly, with all the other good games that come out, this one is just... that old game that you wont ever play again. the game just gets boring, but, it has a lot of different mods and server plug-ins which can make of this a decent game for a few hours. i have bought this, and i dont regret buying it, but if you have something else in mind, leave this one as the second choice. 6/10.",54.1
"legendary! counter strike 1.6 - as it should be. the game has stood the test of time, an yet still out does counter strike source, as one of the most remembered, well designed, fun multiplayer shooters of the last decade. 9/10",15.3
"i love counter strike, i should end it here. but ill be honest and say i grew up with source, wasnt old enough to experince 1.6 sadly. but giving it a try, its very different, having to buy ammo, see what the original maps looked like before being changed in source. and dealing with pros that somehow can deal with the game choppyness and inaccuracy. ill stick with source, but great game! 9/10",1.2
"ive spend bajilion hours on this one. best game from the series imo. remember its not all about the graphics - gameplay is what matters. 8/10",4.1
"running this at 60fps doesnt really help seeing as how the animations are at about 15fps. gotta respect the classics though.",2.0
"cool game. i like it because of bhop, knife, and zombie mod on modded servers",377.0
"this game just changed my life :) playing since 2002.",839.5
"can any one help me please, i download the counter strike when i start it , it will give me a black screen and it is not working",0.8
"very boring, played it a few times, and never played it again. waste of money.",3.1
"the game is outdated and i dont think anyone plays it. its better to get the newer ones.",0.1
"i cant ing start this game, its not even loading....",198.5
"i just bought counter-strike and i cant play it because the mouse aiming doesnt work. i really want my money back.",0.5
"my mouse sucks with this game it keeps teleporting",0.3
"if u are bored and dont know what to do with your life play this. good mp.. alot of cheaters.. and can be downloaded for free. overall 3/10",37.8
"i wouldnt recommend cs to anyone, not even my worst enemy.",0.5
"after you play counter-strike:global offensive you cannot play this game any more.is garbage beside counter-strike:global offensive.dont buy this game.it was great game at is time but now is too old.buy counter-strike:global offensive.",101.6
"its a great game, but i dont recommend because nowadays there is a map rotativity of just two or three maps",9.4
"you must be legally required to own this game to apply for citizenship in mexico.",2.7
"it was better before 2010 when there were not so many hackers. now is full of hackers... in cs:go are like 30%-50% of hackers but in cs 1.6 there are over 60% hackers. poor game now.",19.5
"what if you couldnt even move more than one step from spawn without getting one shotted? what if you got kicked for no apparent reason from a server?? what if you wouldnt even bother to buy this bullcrap, since its exactley like other cs games??????!???! this game sucks harder than monkeyballs getting sucked into a vacuum cleaner or not. i just dont like it.",0.1
"this game has its ups and downs but i cant stand playing it because of this damn resolution. damn. i suggest getting cs:s or cs:go. counter strike original is good but there are no active servers. if youre buying this game you should also go get a subscribtion for esea as well.",0.3
"this reboot of the series fell flat just go back to cs:go",0.9
"during my computer class in school after playing cs on steam i got this vac ban about 9 yrs ago...so...still cant play it after 9 damn yrs...really steam?",20.9
"no good quality servers, and most people are hackers or get a cracked version of the game and threaten to ddos you. get cs:cz, cs:s, or cs:go because they have bots to play with if you cant even find a server. might have been good 15 years ago but now it has been left to rot.",2.9
"this was one of the best first person shooter and fps games. after steam updated the fpsengine and made other changes to the game after more than 10 years of good gameplay, i would rather say that this is a now a rip-off. the game doesnt work properly and the developers isnt listening to the players when theyre updating the game. if steam would roll back the game to before they update i would recommend this game because of the good gameplay. at the moment because of the update i just want my money back!",2254.8
"no. never. i hate this game and nothing is going to change that fact. if you want to start now just prepare for those who have 10,000+ hours of experiance in the game. you join a game. you instantly die. you then have to wait minutes till the next round. then you die again and wait even more. if i wanted to play a doctor room simulator this would be it. nothing says fun like sitting in spectator mode. let the downvotes begin!",0.7
"with this new cs 1.6 you cant play.lag as f*ck.got an awesome pc but this cs dont mind that,just keep lagging. my internet con. its great too but this cs aint giving sh*t.just keep on lagging!",4.3
"it was my favorite game, but since steam tried so much to screw this game with all that useless updates that ruied it...and it dosent work on windows 8, plus they got out d3d the only option that you had if you have windows 8, now...its a piece of crap, if we are talking about cs 1.6 when steam gived a **** about it, then its a 10/10 but now its just a 5/10 or 4/10 rip cs 1.6 thanks a lot steam! :(",216.7
"one of the worst games i ever played and the most corrupted with cheats ... i would never recommend such crap garbage to anyone",793.7
"it does not work! you have to ing do a lot of things in order for it to work! absolutely !",2.2
"how do u play this game more than 15min ? i still confused how people playing it such a old and bore game. cs go bit better than cs.",10.2
"i bought this in a sale but i shouldnt have bothered. the only gameplay is multiplayer and all the servers are prettymuch empty. also when i got into a server it was all glitchy. dont bother buying this game",0.1
"its so boring itll put you to sleep! a must have gay game!.....not! do you love spawning every 5 seconds and then dieing instantly? then this games for you! do you love hackers? then this games for you! do you love outdated graphics? then this games for you! zzzzzz....",0.5
"was good... now... now its full of hackers, non steam players with toaster computers that cant speak basic english, and bot servers.",55.3
"classic game. very innovative at its time and its fun to play. you should get its second remake counter-strike: global offensive though which is improved in almost every aspect of the game. only get this if youre a nostalgic freak :-)",13.4
"all i see when i play this game is bots. i never liked counter strike very much, because i wasnt into the way the game was played, and also the money system kind of confused me. it seemed to me like if one team won two or three matches in a row, they were able to have complete domination over the other team and that just isnt fun. and maybe its because i wasnt there for this games glory days, but source and global offensive just seem so much more superior. so im gonna say pass on this game in favor of the two newer versions that have all of the same content but with more.",12.9
"shoots at guy 1 health i die cs unistalled installs farming simulator lives life as a farmer the end",0.2
"was disappointed with the low graphics technology. i made the mistake of purchasing the whole cs game pack. only decent cs game is cs go",0.1
"yes i have only played ten minutes. ten minutes is enough! case closed",0.2
"worst game ever, bad graphics and only mexicans play it.",400.6
"wow 1.6 is so pure best counter strike am irite us old  huhhuhhuhh lelelelelleellele xddddddddd god 1.6 s are so elitist dont play this unless you use esea go play source the best counter strike",4.8
"this game used to be good, but that was back in 1999-2005. now, its just filled with  children and people who dont have jobs and live in their mothers basement playing cracked copies of this game, while screaming at other people in russian and lithuanian, and theres cheaters galore. i recommend buying cs:cz or cs:s, or even better, cs:go.",2.3
"this game would be great, if hit registration wasnt that bad.",3.7
"-strike is a lame game where you tell scrubz lol i  your mom last night i pwn you noob xd, and by thou words, you fornicate the offsprings mothers, hence the title -strike. this game is really gay, even the title shows two dudes. wow, theres no women in this game, its sexist as well. i also hate the bugged aiming mechanic where you cant use your iron sights, its like the gay soldiers jacked each others peepees so hard that their arm muscles cant move their guns, ing gay game, only turbonerds play this turd.",34.9
"if you are looking for a straight-forward shooter with confusing controls, this is it.",2.0
"not enough 1v1 qs servers. 2/10 would not buy again.",6.4
"you can shoot someone point blank wtih a high powered shot gun 13 times wtih out them dying, but they can shoot you with a assult rifle over 300 feet away and kill you in 2 shots.",6.5
"lol this game is hella dumb there isnt even camos or killstreaks idk why anywould would even make a game like this if these key assets arent even going to be added 0/10 not even worth looking at",6.2
"old. dont play it unless you want to get stuck in a door and let it sing the song of its ing people!!!!",181.5
"ing terrible. waste of 10 bucks. csgo is much better",0.9
"a game that was released when i was a couple of months old, i dont play it that offend that means i will give it a big -, buy counterstirke global offensive.",0.7
"the graphics are awfull! looks like it was made in 1999 or something like that!",48.7
"this game sucks so much it makes cod look beast. screw you gaben you fat piece of sh*t",0.1
"cs 1.6 it will search for you. it will find you. and someone in the game will probably kill you. if you are noob that is. 10/10 would kill noobs again.",19.0
"counter-strike is an almost perfectly balanced mix of teamwork and individual skill with enough depth and nuance to inspire countless esports competitions.",118.2
"counter strike changed the landscape of multiplayer first person shooter. ruthless gameplay, perfect balance contributed towards the creation of a very competitive scene. years later it still stands as one the giants among games. loved and still played by thousands, it has shaped lives and destinies.",32.0
"this is a classic game. it still to this day has a huge player base. yet the ones that still play are true die hard cs fans. most are very skilled and have been playing the game sense day one. still one of the best cs i have ever played. before anyone asks i run this game on windows 8 and it works like a charm. i highly recommend this game to anyone looking for a classic fps experience.",10.8
"the best fps created. it is because of this game that the fps was revolutionized, be it in the competitive scene and the casual scene. nothing can compare to the greatness of this game.",435.7
