% Generated on Thursday, 07. May 2015 12:06AM
% This ARFF file was generated with review data from the following game(s): ['Counter Strike']
% It is useful only for trying out machine learning algorithms on the bag-of-words representation of the reviews.
@relation reviewer_experience
@attribute string_attribute string
@attribute numeric_attribute numeric

@data
"ok, this is an internet classic; its been the butt of many meme jokes, but you just cant help getting past the fact that it became an internet classic. with terrorist versus ct matches, weapons that would make your head spin and a variety of game modes and community based maps, cs is just one of those games you cant pass up.",24.2
"best game ever, the graphics may not be the best, but who cares, i still love it as hell!",33.5
"this is no1 fps game in the world, king of esport game.",47.7
"cs 1,6 is not dead! revive the tournaments or riot!",1742.7
"very good game if you like to be a non stop killing machine",155.2
"ive spent so many hours playing this game, meeting new people. i youve never played this game... whats wrong with you?",586.5
"counter strike is a game that teaches you how to use your eyes to there full potential. you must be a fast thinker and good at stratigic thought. i have never enjoyed a game as much as i do with cs",1917.5
"very good game still, this game is still fantastic, undead <3",1963.4
"i recommend it!!! i like to play this game 10/10 :d",180.0
"if you want to play an fps that will slaughter your butt and make you rage so hard you can punch a tiger in the face, this game is for you. only the best can survive this game, youll be playing against people whos reflexes are faster than bruce lee hyped up on red bull. if you are a person who thinks he/she is good at fpss and want a challenge, buy this game. your self esteem will drop further than an emo in prison after dropping the soap. i highly recommend this game!",5.0
"my first game on steam, and after all these years since 2004, cs is still my favorite game. its interesting, fun and nice fps game. 10/10",1523.8
"best game you can get on steam, but it was better on won.",5.3
"fun classic game involiving alot of strategy and team tactics. hard to get used to.",11.7
"its old and the graphics are outdated... but screw that! this is really fun to play, even though there are tons of pros",7.2
"i recommend this game because the great gift pile asked me to. also because its still the best ing shooter out there. thats right,  call of duty,  battlefied,  halo. 1.6 peoples.",5.9
"counter-strike(1.0 - 1.6 not source) is one of the greatest esport fps games(if not the greatest) in the gaming history and is still worth buying today. graphics doesnt matter for a good gamer, gameplay does...:d",1039.7
"must buy, if u havent played cs, den u have played nothing (y)",965.8
"hey guys whats good i made a cs server on the 19th looking for more people since im the admin/owner im welcome 2 suggestions for the server here is the amx plugins i have sofar quakesounds.amxx admin_allinone.amxx admin_check.amxx goldenak.amxx if theres anymore i should know of let me know thanks:) 8.6.193.10:27025",41.5
"i am not a pro but yea 10 years ago i bought it and i <3 d it so much , i still do",486.1
"a very good game you get a lot of cookies and potatoes",42.3
"one of the most important interactive medias to get yourself better than before in themes of thinking, hand-eye-coordination, reflexes, individuality and so on. it is like a million little games in one game and you can play it with enough real humans to experience for yourself.",4.3
"this is an all-time favorite of mine. counter-strike has changed my life forever. it has instilled keen sense of awareness. cs helped train my reaction timing as well as my accuracy overall. i would recommend this to anyone who enjoys a fps. finally fast, finally! word of advice for any first person shooter : -always keep your crosshair(if you use one) at head level. -when exploring, keep in mind the layout of the area & always try to place your crosshair where you think the enemy is going to be. (being ready is key)",273.0
"over a decade later and this game is still the most-played game on steam and for good reason; solid gameplay, controls, user-generated maps and mods; the list goes on. this fps personally serves as a model of comparison whenever i play any other first-person games.",107.7
"honestly i prefer cs:go, but in this game you can have a lot of fun playing with friends in surf or zombiemod servers!",82.6
"15 years on and this is still the best first person shooter (fps) game in the history of gaming which formed the base for all the new fps games developed so far!",774.1
"whether you are a hardcore pc gamer, or if you have just bought your first pc, counter-strike 1.6 should be the first game you buy. graphics dont matter, this game can produce hours uopn hours of entertainment. 10/10 highly recommended.",2.0
"good game, strat and inv skills is a must to dev in game.",48.5
"how to end your life step 1 - download this game done .",1494.2
"its just counter-strike, i dont know what to say...",12.2
"this game is byfar one of the best fps game i have ever played! i remember when i used to play this on the original xbox and had so much fun playing it. i was really sad when my controller broke and i couldnt play it anymore but soon after that i got the xbox 360 and started to play cod and gta. then, i started playing on pc and all i played was minecraft until i downloaded steam and i found counter strike. i had no idea it would come with cs:cz so i decided to play it and it was more fun than cs. i enjoy to play this game and im sure that i will continue to love this game!",18.8
"i was pro on this game, really.. + community,mods - cheaters, kids",288.6
"it is the still worlds no1 best multiplayer game! love it!",194.6
"in my opinion, cs is the single greatest first-person shooter ever created. complex, addictive, challenging, intense, precise, and infinitely replayable, cs was the defining game for an entire generation of gamers. but be warned, this game is absolutely brutal if you are new to shooters.",606.9
"get on my level.... one of the best fps games, the 1.6 version will stay always in our hearts. i recommend it for everyone who wants a tactical/action shooter games!! :)",1175.9
"i dont like this game i love it n nothing can match cs 1.6 :d",2434.8
"awesome game, but is dead. every pro player migrated to cs:go, which is a cs 1.6 with upgrades and nice graphics!",1641.6
"play the worlds number 1 online action game. engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. ally with teammates to complete strategic missions. take out enemy sites. rescue hostages. your role affects your teams success. your teams success affects your role.",1336.2
"one of the best online multiplayers game to enjoy and only the name is enough.",431.9
"this game is a real classic and its still in the top of the best first person shooters this day, the graphics arent the best but they are still good. the community is nice and still active. this game is in the top10 for most played games. its a really good game for a cheap price.",966.9
"for a classic valve game, this game is very addicting! comprehensive multiplayer.",743.9
"i dont know why im reccomending this, since this is probably the reason you have steam in the first place.",13.7
"its a very good game for relaxation and even for joy... the best part of it is defending others!",69.4
"i think pie is good i think.... you cant sue in case this is wrong... :d this is a good game...",13.7
"for some reason running counter strike source and exiting makes the computer think its playing cs but other than that good game although i probably only played for 533 seconds rather than 533 hours",533.5
"that is an awsome game, i have played it for five years and i enjoyed every moment!!! highly recommended.",2177.8
"almost 7 years of playing this game and still goin on! i hope it will not die because of global offensive. it will be a good idea to introduce steam achievements/trading cards for it, because its a very played game",227.8
"it got at least 10 times better love story than twilight and counter-strike: global offensive.",10.6
"bought and played a generation too late. it makes me sad to stare at the empty servers.... those ones actually have good maps... all i have are the 24/7 dust 2 maps.... oh well, still, this game is one of the best.",117.0
"just the best game ever, im glad i spended thousand and thousand of hours playing this game <3",363.0
"this game really proves that graphic does not matter but gameplay does...cs 1.6 <3",1583.4
"counter-strike has always been the best fps. global offensive goes back to the roots and is a great game for anyone.",500.7
"one of the alltime classics. the only reason we have steam. still a damn fine game. looks like  nowadays but still hella fun. recommended.",7.2
"where it all started :) a true classic to the counter-strike series that will never get old.",132.2
"check out the real one! not the ones, where they increased movement speed. the hardcore-game.",13.9
"counter strike is one of the best first person shooter in the whole world, its so funny to play hns and other gamemodes! yes i recommend this awesome game! 10/10 little cats!",44.4
"the wonderful classic that sparked a legendary fps series. 10/10",5.0
"probably one of the best games that i have played in my entire life and i think it will always hold a place in my heart no matter how many other games come out and try to replace it. won what what?",324.1
"ive never have met so many brazilians in my life! 10/10",16.9
"since 2002,since it appeard in romania,its the greatest and the funnest game ive ever played.",440.8
"very boring, played it a few times, and never played it again. waste of money.",3.1
"my mouse is stuck while playing counter strike i can use the arrows button only to turn left or right its only with this game , there is no problems with counter strike source or other games .. please help thanks .",43.3
"one of the best fps games out there, tho the graphics arent as good as the current gen games but this is a worth to try game. playing this game for like 4 years or so absolutely incredible game period.. :)",419.2
"played this game for the first time in 2008. since then i have clocked more than 5000 hours, thats how addictive its multiplayer is. father of all fps in mp. plus has several mods deathmatch, hns, kz, gungame, scrim, zombiemod and paintball. its been 14 years and the game is still going strong atleast in the indian scene.",1941.2
"a game which will never bore anyone.. i never tire of playing this game..been 8 years and still counting..life as a cs player rocks..",568.4
"classic game. very innovative at its time and its fun to play. you should get its second remake counter-strike: global offensive though which is improved in almost every aspect of the game. only get this if youre a nostalgic freak :-)",13.4
"classic, functional fps multiplayer shooter that everyone can enjoy. although its showing its age now that modern fpses have the aim down sight function.",15.4
"this game has its ups and downs but i cant stand playing it because of this damn resolution. damn. i suggest getting cs:s or cs:go. counter strike original is good but there are no active servers. if youre buying this game you should also go get a subscribtion for esea as well.",0.3
"buy valve complete pack 71.99euro i buy or counter strike global offenzive",4.5
"after 14 years still a great game. forget the console games computer rules....",0.3
"on my imac cs 1.6 the mouse glitches, lags whatever... lost 7 quids ... :( cs:go way better despite of its usage, my imac can play the game perfect with lags!!!",3.0
"i dont think that a reveiw could ever possibly do this game justice. regardless of wether youve played any game in the counter strike series before, everyone will find something they love in this well populated multiplayer fps. be warned: people are good at this game!",3.3
"you have this game to thank for modes like call of dutys search and destroy. cs is arguably the most widely-played online shooter of all time, and its still got a thriving community going on 12 years later. its got simple, easy-to-pick-up gameplay thats spawned a massive competitive community. unfortunately, its extremely stale thanks to the fact that there are 3 game modes. luckily, there are tons of customization options available online. still, worth checking out for the sake of history.",0.3
"one of the best fps games out there, tho the graphics arent as good as the current gen games but this is a worth to try game. playing this game for like 4 years or so absolutely incredible game period.. :)",419.2
"this game , is the best you can get. lets us to make friends , and makes brotherhood between us <3 but the recent  hackers which have joined has made it hard and annoying. but this game will live forever. <3",406.7
"still addictive to play and very fun! with lots of servers to still play in.",767.0
"and there you have it...the best fps game next to cod4",101.9
"my first fps game onlinr, awesome experience,best maps, overall really loved it",165.3
"you know buddy i played the game, it was so confusing i dident have a clue what to do, i had a gun in my hand for some reason and others too. i just ran for some minutes and was too afraid my pc was gonna die of overheat of how hard it had to work for those graphics so i quit the game. this was a 15 min of playtime with half of the time loading. 0/10 would never play again. it all was a joke sorry. xd",0.3
"what if you couldnt even move more than one step from spawn without getting one shotted? what if you got kicked for no apparent reason from a server?? what if you wouldnt even bother to buy this bullcrap, since its exactley like other cs games??????!???! this game sucks harder than monkeyballs getting sucked into a vacuum cleaner or not. i just dont like it.",0.1
"extremely fun game. most people speak spanish. prepare to rage. pros-------------------------------- 1 vast variety of game modes and plenty of dedicated servers to play on. 2 extremely fun gameplay 3 good game to play with friends 4 good to play solo 5 zombies....nuff said cons--------------- 1 no campaign 2 mostly spanish players 3 they swear at you 4 cant aim in unless you have a scope",6.4
"when-ever i want to have a break off counter strike : global offensive, i play this game! ^_^",2.7
"wow this game is amazing its addicting,oldschool,ragers and more! well this game tough me something... rage and play i mean i play oldschool games and i like them but this one is the best",47.5
"the best game ever. buy this legendary game and play the worlds number 1 online action game. engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. ally with teammates to complete strategic missions. take out enemy sites. rescue hostages. your role affects your teams success. your teams success affects your role. dont think twice buy it . you will not regread.",256.0
"best game ever made... domination of movemenet, shooting mechanics - recoil... exaclty what a fps game need... when developers of this game genre learn that this 2 things are the most inportant for good fps, they will make a game as good as cs 1.6 is... cs:go does not have these major aspects, and doesnt deserve name of counter-strike (imo). as a third very important thing for fps game, i would say the animations... the animations of player models such as runnig, walking, crouching, gun holding/fireing/reloading etc... graphics isnt so important, doesnt need to be sooo good, but decent due to visibility...",789.7
"this game is fun. it have got bad graphic but that is ok . i recommend it.",1.8
"this was my first game that i bought on steam , this is a clasic piece , a counter strike that you can mod all you want . god old times , ehh :)",312.3
"best classic game that ive been playing for years, if it wasnt for cal falling apart, the release of other verisons of counter-strike such as condition zero, source, and global offense. i would still be playing competitivly",1204.2
"great game, 10/10 ign ++ edit: no,  ign this game is worth",13.1
"every server is spanish or french. i can now fluently swear in both languages 9/10",86.8
"worst game ever, bad graphics and only mexicans play it.",400.6
"i really love this game. its one of my favourites. the game mode, those oldish graphics, the fun you can have with it... i met a lot of nice people because of this game, and its sad that most of the servers are full of cheaters now, but you will always find out some good servers even if theres no admins around. one of the best fps ever. 10/10",1215.9
"i highly recommend this game if you are into fps games. this is the legendary game that started it all. trust me, if you buy this game you wont regret it. its graphics for 17 or more year old game, are pretty good. it has good servers and alot fun mini-games to them. ;)",39.0
"this game started the fps franchise. well technically it didnt, but it started it for me dammit.",41.7
"this is my latest account so i dont have many hours on this, but this game genuinely is one of the best games ever made and its the source of many beautiful games.",11.3
"epicness! ummm, you might get addicted xd this game is just awesome.. ~falx",394.4
"its the first counter strike game. of course its amazing.",0.6
"this is still the ultimate fps in terms of skill and balance. i have yet to find another game that has come close to the level of skill required to become a professional.",277.5
"this is good. it reminds me of quake but more realistic.",412.8
"awesome game. first fps i ever got good at and still to this day i can load it up and have fun playing this game. this game has a lot of history behind it and it probably the foundation for a lot of the new fps most notably cod(call of duty). thanks to this game i learned how to play an fps properly and will alway enjoy playing this game no matter how old it is!",13.3
"the best fps created. it is because of this game that the fps was revolutionized, be it in the competitive scene and the casual scene. nothing can compare to the greatness of this game.",435.7
"due to its special gameplay back in the time 10/10 . now its just 2/10.",8.5
"great game so fun get it if u love cs and want to see what the first is like",16.4
"i think it`s the best of the counter-strike. graphics aren`t good but it`s not most important part of this game.",1501.3
"i cant believe this game is not free-to-play yet. i mean, its been like, what? 15 years? and people can simply just download the non-steam version. should really be free-to-play to encourage non-steamers to play it on steam.",2280.5
"sweet game, i only play oe x box, pc way better, recommened by me",81.7
"its a very cool game. not old, just a good classic!",539.2
"old but gold.... one of my favorite games! love it..",592.6
"fun fps but there is a high learning curve. suprisingly fun after 15 years.",57.6
"its bit old now , but it was the best game i played as a kid ...i loved it and i have my copy",121.5
"the reason why steam is alive. the reason why valve is what it is today. still cs 1.6 is the best our there.",2.8
"simply the best fps game ever! --- played since 2001 ---",251.4
"dont buy this game .... download .... anyway this game is ok . :d",36.9
"i dont have to tell you what counter strike is right? the steam version is better then a pirated one since the servers work perfectly and it got most bugs out since the days of won. net",14.8
"classic counterstrike you havent experienced any cs until you have played this",227.5
"a real classic. one of the best first person shooters of all time and my favorite game of all time. this game is so good that it will for sure never die! :d 10/10",148.1
"it seems i am now a legend after playing this game...",119.3
"youll never accomplish anything if you dont believe that you can do it.",2378.8
"i just bought counter-strike and i cant play it because the mouse aiming doesnt work. i really want my money back.",0.5
"very cool and balanced game. superb gameplay and unbelievably good for tournaments. once youve played it youll never regret it. the only bad thing about this game is the community. its full of scrubs, lamers, scammers, spammers and hackers. its very hard to find a good and clean from all those dudes server, but when you do find it, you will forget all about them and will enjoy all your hours of play.",155.7
"best online fps ever. the simplicity of this game makes it one of the most fun to play, with a match never the same to another. the steam version has no changes or bonuses whatsoever.",0.5
"so, the original cs, where it all begun. great game which made a great series!",0.4
"its an awesome game. have been playing it for years and still not fed up with it. counter-strike 1.6 will never die! :)",147.2
"3 words: fun and classic..! recommned for that people who like to play classic games :3 (dam its more then 3 words xd)",1.8
"polecam bardzo wam to. super sie szczylo w te terorysty.",150.5
"really a gold game, we will mis u <3 best game ever :)",245.4
"simply the best game ive ever played (and possibly will ever)",277.2
"my fav. game. i havent got bored playing this game and also became a skilled player :).",360.2
"thank goodness this game came out before steam did. the number of hours i spent playing this during high school would make me cringe. great classic.",0.9
"very old game, but is still one of the best fps games ever. this is accepted as the best counter strike ever and i can agree. the mechanics feel great and the weapons are all very fun to use. rating 10/10 chris",0.2
"many people in this game have been playing since 1999+, and certainly have the skill to prove it. this game changed the gaming industry greatly, and is of very high quality, though ages like anything but a fine wine. only get it if you have someone you know that can teach you how to play it. otherwise stick with cs:go.",3.5
"one of the, if not the biggest essential to the online fps genre. seriously, any of the cs games are brilliant, but 1.6 will always be my favorite. buy this one if you want to get into the series, for its suprisingly thriving community, and the basic, yet addicting gameplay.",2.0
"this game is a classic. i lost many hours of sleep and spent a lot of time playing this game from the 1.1-1.6 clients of this game. 1.3 will always have a place as my favorite time i played the game. still love to pub with friends.",26.0
"repeatedly blew myself up all on my own. 9/10 would be forever alone again",0.3
"this is a great game and i personally love it <333",1113.7
"yes a good game if played in a good computers, awesome experience at 100 fps. will suggest a gaming mouse and a pad for best aiming",618.5
"oh yes this is the best game to play with friends!!",253.6
"one of my first fps game shame that now is somewhat filled with mod and hackers this game is still fun and double sin mind i spent with that crap out of call of duty on this game people spent years of their lives becoming stronger but even if you dont and the height of certain people youre still awesome",5.9
"its like cs:go....but losing isnt even that bad in this one. which makes it better. no ranks which is also nice",0.4
"i spent 10 years playing this game. what more can be said?",53.5
"my first game ever......:`( good memories.... it helps you to play csgo! 100000/100",1486.1
"old,but awesome game.i play hns.hide n seek.i recommend it you can try to buy it.",38.1
"this is a great game, i have no problems with this game and it is fun and addictive. also this is my favourite game and even tho it may be hard at first it is still constanlty fun :d",1716.5
"new into cs?? counter-strike is in!!.. well actually, counter-strike is a good game incase youre starting new carrier of gaming. counter-strike is the best in my opinion. before playing counter-strike: globle offensive, i chose to go in line.. counter-strike > counter-strike: source > counter-strike:globle offensive. ive been playing cs:go from a pretty long time but, i loved counter-strike. this counter strike is counter strike 1.6.. so, id like to recommend this game:)",34.4
"i have a lot hours on non-steam version. counter strike forever!",83.6
"i found that once i lowered my resolution to 640 x 480 i became 70% better at the game. makes heads bigger and easier to aim at so its pretty similar to cs:s. gg ez noobs get rekt fgts easily 9/10 go buy it",23.1
"good, old counter strike! one of the must play games.",103.1
"best call of duty community simulator with old outdated graphics so far.",3.2
"if cs:go never came out, id probably be playing this all the time instead. still fun to jump into once and a while, even for nostalgias sake.",21.1
"absolute classic, for only ten bucks why the hell not!",14.3
"i buy the awp and i win. i recommend this game whole heartedly. 10/10",110.6
"i do recommend this game heartily! great feel of the gameplay and classic maps that makes it for an unforgivable experience!",1413.3
"mexicans ... holy  mexicans... oh my god mexicans ! everywhere ! the game is broken ! wtf? did he just throw a boulder at me !? i ing love this broken stuff ! 10/10 would get hit with a boulder and die while t-pose man dances over my dead body and screams stuff at me in spanish",165.1
"this was one of the best first person shooter and fps games. after steam updated the fpsengine and made other changes to the game after more than 10 years of good gameplay, i would rather say that this is a now a rip-off. the game doesnt work properly and the developers isnt listening to the players when theyre updating the game. if steam would roll back the game to before they update i would recommend this game because of the good gameplay. at the moment because of the update i just want my money back!",2254.8
"ive been played this game all versions since i was a kid. this game will always be in my heart forever. ive played more than 330 + hours before even steam came out. played always this after school when i was a kid and i always wanted to go home earlier to play this. it feel like now when the new generation has come ive grown away from cs 1.6. ive tested global and the newer cs and i dont like them. its not like before. i recommend this game hardly + loads of fun in all ages +hours of replay +all kind of maps + still graphic looks cool + nice gore +you feel overpowered when you have warmed up",330.5
"classic counterstrike you havent experienced any cs until you have played this",227.5
"awesome game! excellent variety of weapons and maps. great feel. not like any other fps i have ever played. 100/10!",740.4
"its so boring itll put you to sleep! a must have gay game!.....not! do you love spawning every 5 seconds and then dieing instantly? then this games for you! do you love hackers? then this games for you! do you love outdated graphics? then this games for you! zzzzzz....",0.5
"killed everyone of enemy team in a round died in 5 sec in the next 10/10 would do it again.",41.2
"fun and highly addictive game. if you like fpss, then this game is for you.",3.1
"by far the best first person shooter ive ever played.",568.4
"i play dis game for about what? 6 years? well yes i do, and i absoltely love it. its amazing, it doenst have singleplayer but the multiplayer is what keeps me here. i can play the same map over and over again, but it will be still fun because ur playing with friends or playing with different guns or strategis, thats what makes it amazing",196.3
"soo much great memories with this, but who is telling this is not getting old is a liar cause today its realy cumbersome and hard to take.",14.7
"the graphics are awfull! looks like it was made in 1999 or something like that!",48.7
"cs:go is good. cs is great. i keep on playing, and school i will be late.",4.7
"its a world filled with racists, 12 year olds, drug addicts and mexicans. they call it - cs 1.6",3.7
"i can think back to the days when i had this game on cd, it was amazing. this game is still amazing. the game is refreshing to play and is jam packed filled with fun! it is my favourite game from the series due to the fact that this game relates back to the times when i first started computer gaming and is a classic which everyone will enjoy! pick this game up now!",569.3
"after all these years this shooter remains to be a classic that cant be ignored. this game was a major turning point in the history of fps, and this game is what made online multiplayer competitive gaming so popular.",546.2
"whenever i play this game i have the urge to go back to high school then smoke some dank buds and tell my mom to go to hell. linkin park 4 ever.",3.9
"no classes, bad level design, no fish ai. its horrible. 11/10, srsly buy it, its better than call of  money stealing s modern season pass. its the father of todays fps(grandfather being the quake and doom games) and its still fun.",11.0
"best ever in the century. no matter graphics, this game takes your gaming upto a higher level and brings you a better gaming sense. <3",76.7
"this game sucks so much it makes cod look beast. screw you gaben you fat piece of sh*t",0.1
"oh...its only the best team based first person shooter of all time.",1520.7
"the one, the original: call of duty. do you suffer from irregularity? borderlands will fix that for you. this game, called garrys mode, will blow your  through your mouth and make you suck it. if youre already not good, itll turn you into a in dinosaur. the possibilities are limitless. now youre thinking with portals, jerk.",30.8
"a very goob game that lasts for years and years. keep on the good work.",1400.2
"highly recommend, the hardest cs to play due to a unique way of aiming which was new when the game came out, and the dodgy rego.",293.7
"sweet game, i only play oe x box, pc way better, recommened by me",81.7
"this is cs. nuff said. no review needed. if you have steam and dont know cs, there is something wrong",22.1
"on steam i have played cs 1.6 2 hours only .... i think almost every gamer have played this game lan ! when i say lan i mean with friends ! cs 1.6 its a proof the graphics dont make a good game , there are thousands of people still playing it at 2014 , if you are young play this one first ( not cs go ) . nowdays kids might not being impressed with the graphics but back in my days it was the best and the most popular fps we had !",1.6
"a classic in the genre. still a lot of players playing it. not the best looking multiplayer fps out there, but very fun to play.",21.0
"counter-strike is one of those games that i can play for only 2 minutes. seriously, the graphics suck big chicken nuggets. the thumbnail for this game makes it seem like its graphically in tents, but it is not. id say wait for sale then buy because this game sucks.",13.4
"atleast you dont die from getting shot in the foot instantly",2.1
"it is counterstrike...of course its the best game...ever",6.5
"my mouse sucks with this game it keeps teleporting",0.3
"the best shooting game you will play in your entire life.",1660.6
"i got killed by a team of mexicans, russians, 40 year olds, and one asian. 10/10",20.6
"this is the best game ever made. everything about the game is awesome. too bad its dying.",299.1
"this game is very old,but it is still one of the most enjoyable and played games.i red in a comment that,for gamers,the graphics arent important,but the gameplay is.when we talk about counter-strike 1.6,it is very true.",72.4
"most awesome game ever. i play it since betas in 1999. keep on rockin!",253.6
"counter-strike is a good fps and you should totally check it out if you dont have!",407.2
"this game is simply great and skill based the problem though is that most people who still play it are super experts litterly shooting through walls and kiling you when you spawn also the population is not to high but still there for the price i think its worth a buy",5.0
"counter-strike(1.0 - 1.6 ) is one of the greatest esport fps games(if not the greatest) in the gaming history and is still worth buying today. graphics doesnt matter for a gamer, gameplay does...",64.6
"maybe the graphics are not the best, but this is a great game!",11.8
"its a classic fps, and given its reputation among other first person shooters it could be considered the grand daddy of them all",1191.2
"all i see when i play this game is bots. i never liked counter strike very much, because i wasnt into the way the game was played, and also the money system kind of confused me. it seemed to me like if one team won two or three matches in a row, they were able to have complete domination over the other team and that just isnt fun. and maybe its because i wasnt there for this games glory days, but source and global offensive just seem so much more superior. so im gonna say pass on this game in favor of the two newer versions that have all of the same content but with more.",12.9
"an old timing classic. but gets quite bored in the end...",177.2
"i started playing this in 2002. this is completely addictive. even at this age i like to play it when ever i have some free time.",53.0
"the popularity of this game had suprised me yeasterday i were watching a finnish document, which shows a normal life of poor peoples, one episode told about nenetsi tribes who lives in northen siberia. there were also a episode that showed deleted scenes of this document show. this episode showed that there were a small power generator in one of the nenetsi tents and there were one nenetsi guy who had get  laptop from someone. even this guy played counter strike. and in norther siberia!!!!. if you have a computer whith internet connection you must have cs it is so populargame. and good game also",717.9
"youll never accomplish anything if you dont believe that you can do it.",2378.8
"very nice, people may disagreee because of its graphics but come on! it doesnt matter. :d",36.0
"the best game i have play,it is very free in the game,it not only a fps game,we can add mod in it and we can drive.jumping kreedz do everything on this game: )nice old gold,but now a lot of people play csgo,that is nice too!",881.4
"i spent 1200 hours on testing plugins i made. 10/10",1769.2
"a classic game, still good and played to this day, though im not pro enough to use the awp",26.9
"just buy this  masterpiece and love every second of it.",8.2
"i like this game very much because it sounds good to play and helps us in making a duel in any other game which belongs to fighting/action",206.4
"one of the best games i ever played since teenage years, and i still loved it.",1.4
"oh maaaaaan this game.. what can i say for this master piece for only 8euros ? if you didnt triyed yet i dont know in what universe are you living",542.5
"go csgo, i own cs 1.6, go is better the css, and 1.6, cs 1.6 can help alot understanding the 2 other main valve games, css, csgo.",789.5
"this game changed gaming as a whole. one of the best fps of all time, if not the best. but its all about the gameplay. its how cs plays that will get you. huge online community, thousands of mods, nostalgic graphics, excellent gameplay, nice sound effects even if they r outdated. cs 1.6 is my favorite fps and is much better than source and global offensive in almost all aspects. i played this game so much before i got steam, this game is just spetacular. even in non-steam gaming, lan houses,competitive play, cs 1.6 is still incredibly popular. 10/10, congratulations to the developers.",29.5
"somehow i still find myself coming back to this game...damnit.",2012.1
"it is so classic and so balanced that you just cant go wrong with counter strike. 5/5",33.1
"i love this game! just chill out with friends but still an awesome fps game.",626.5
"a game for all professional counter-strike players!!",397.6
"after many years of being out. by far one of my favorite games. ive purchased it many times for myself and friends. even tho the graphics are shakey. with a decent modern computer and recent hd features this game looks remarkable. the physics in this game are remarkable, relastic and complicated. its a hard game to get a grasp off, but now that you cannot just spray at ones head and get head shots. this game alongside dota, and starcraft. were pioneers in online competitive play and this game should recieve high acolades for its contribution to esports.",169.8
"counter strike 1.6.... the game that set the standards of shooters and paved the way for new video games. on my old steam account, i racked at least 1000 hours on counter strike and counter strike condition zero, and all for a good reason, because it is probably one of the best team shooters in the world. 10/10",2.6
"i ing love this game!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2.8
"probably the most played game in the old days. epic gameplay, not so epic graphics, but tons of fun and joy for hours. 10/10",703.3
"this is the first game i grew up with and i had awesome experience since now so i higly recomend it to everyone so try it out",79.5
"its an 15 years old game and sill one of my favorites! highly recommended.",968.9
"one of the greatest games ever made. not active now, but in its prime this game was amazing.",3.9
"basically this game was released back in the year 2000 and still is one of the most played games on steam. so clearly it must be good because so many are still playing it. i definitely recommend this game and if you dont like to shoot terrorist or counter terrorists you can always try different game modes like zombie modes. 10/10",80.9
"a must have,i love it,it has a lot of tactics. childhood memories playing this on my old windows 98 computer. come on its only $9.99. it is worth it you know.",61.4
"classic is always a classic, i smell this one will never die. counter-strike 4 life.",6.1
"game is good for any lower spec pcs, but may have a little lag. overall a decent game.",5.9
"ahhh, the old faithful. work of art, timeless classic, masterpiece, timless work masterpiece of classic art. they say several things will survive a global nuclear meltdown... cockroaches, the sun, and counter-strike. !!!cockroach five man, coming to a tournament near you!!! cockroach/10... (8/10)",6.0
"one of the first pc shooters ive every played and died constantly",0.7
"amazing game play this game i garantie u that u will fail life :s",539.5
"of course, very good game, only writing this to increase amount of positive reviews.",898.6
"i would definitely recommend this game for counter-strike or fps players.",8.1
"how do u play this game more than 15min ? i still confused how people playing it such a old and bore game. cs go bit better than cs.",10.2
"this game remembers me my childhood :) best fps ever :)",40.0
"absolutely fabulous. just buy it, if you like true fps games, that require practice bur never get boring, here is one excellent for you.",673.9
"not really know what to say...but still the best online fps game :d",1651.3
"the stripped-down fps that delivers raw competition and insane replayability. my childhood wouldnt be the same without this game. too bad im old now. i should have kept up.",0.5
"old. dont play it unless you want to get stuck in a door and let it sing the song of its ing people!!!!",181.5
"amazing game play this game i garantie u that u will fail life :s",539.5
"as of 2015 i get a resolution problem loading any goldsource games i cant see any of the menu buttons. i have tried every fix i could find nothing works.",30.4
"i love this game.....this game having best performence in online.....cant stop playing when i start it........:)",667.5
"the best fps games i have ever played. it has over 15 years old but even that it still keeps the level of gameplay. a lot of modes and free dlcs made by players makes this game even more amazing. i dont regret hours spend on playing this one.",1730.3
"awesome game i ever played! <3 counter-strike is life :* !",111.4
"the good old shooter that was one of the biggest things that started nowadays fps ..... great game if you know how to play it",23.9
"its as outdated as the nintendo entertainment system but it will always have a special place in my spleen.",0.1
"great fps for someone who is just looking for some fighting action. graphics are still great for such an old game and servers still get filled!",412.2
"ok, this is an internet classic; its been the butt of many meme jokes, but you just cant help getting past the fact that it became an internet classic. with terrorist versus ct matches, weapons that would make your head spin and a variety of game modes and community based maps, cs is just one of those games you cant pass up.",24.2
"i have wasted my life on this game, they might as well call it cocaine-strike with how addictive it is. i would strongly recommend getting this game",505.0
"do not buy this game, if you do, youll never see the sunlight again !",1121.8
"better than the entire cod, bf, and any other team based fps franchise.",632.6
"classic, functional fps multiplayer shooter that everyone can enjoy. although its showing its age now that modern fpses have the aim down sight function.",15.4
"screen problems.. it is sucking up.. cant put back the screen in original way after it gotten wider.. no opption at all.",1.2
