
% Generated on Wednesday, 15. April 2015 01:53AM
% This ARFF file for The_Elder_Scrolls_V is for use with trying out machine learning algorithms
% on the bag-of-words representation of the reviews only.
@relation reviewer_experience
@attribute review string
@attribute experience numeric

@data
"this game is by far my most played game in my library. it is a very fun game that has a great workshop community. very much worth the time.",427.9
"amazing game with an amazing open world, an amazing variety of items, an amazing background story and amazing stunning gameplay. i highly recommend it for any rpg fan with more than 20 hours of endurance for games. you can easily spend 200 hours in exploring things, crafting items, discovering new places, customize your character and many other things! but be warned: if youre one of those fast paced players with no patience for such games dont play it! also i recommend playing the other elder scrolls games or gathering some background information, because youll understand way more of the story and the world of tamriel if you do so. one of the best western rpgs ever made. play it for gods sake!",366.1
"base game: the game is pretty good. lots of content, but i feel that the combat could have been better. it feels like your attacks never really connect with the enemy and its like it swings right through them. story-wise, it was terrible. i never once was interested in the story, especially when fallout new vegas did such a good job in writing a few years back. controls are solid with the mouse and keyboard and audio is good, with some great music. graphically, it looks okay, but there are a ton of things that could have been improved on. if we compare both vanilla skyrim and fallout new vegas, i would prefer to play new vegas. however, if you somehow dont own skyrim, buy it. right now. my review above is extremely brief, assuming 99% of pc players have played skyrim. if you dont, let me tell you why its a must buy. one simple word. mods. skyrim has thousands of mods to improve pretty much everything. from graphical enhancements, companions, quests, weapons, spells, armor, monsters, town improvements, ui, player created homes and even complete climate overhauls. you name it, and it will more than likely be there. the game already has hundreds of hours content-wise and you can even furthur that. my game looks amazing, with excellent textures and lighting that make it look like next-gen. i have spell mods that enhance the mage combat; i added over 250 spells into my game to use on my foes. i downloaded enhanced blood; making blood look extremely realistic and satisfying when you slice someone open. i have added quests and have made the main towns look much more lively with the enhanced towns mod. the combinations are endless. skyrims vanilla is good. but it can be turned into one of the best games you will ever experience if you pick your mods correctly. pros: +loads of content +fantastic, atmospheric world +tons of locations that add variety +outstanding music and voice acting +intense combat +stunning graphics +customizable controls +replay value is insane +mods, mods, and more mods cons: -poor ui -weak main story skyrim vanilla: 7/10 skyrim w/ mods: 10/10",172.5
"good game.",212.1
"skyrim is one of the most fun games i have play and still are. i keep coming back to this game cause of how awesome it is. i would recommend this game to anyone and if you get it get the legendary editon.",184.0
"in my opinion this is epic game and you can play it all the time",523.7
"hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes. hell yes.",157.2
"pros: - huge, open world. - roleplayer e.g. even small choices can effect things in the game; for good or for ill. - first, and third person gameplay. - lots of character customization. - great storyline. - two main storylines. winning the civil war with your chosen faction, imperials or stormcloaks, and defeating alduine before he can destroy the world. - more in-game items than i have socks, whether it be, clothing and armour, weapons, food, potions, books, or misc items. - you can buy a house, and get married; which adds a realistic feel to the game. - it has three pretty good dlcs. - if you have the heartfire dlc, you can build your own house, and adopt children. - beautiful scenery from snow-covered tundras, to autumn forests. - fus ro dah! cons: - nazeem ._. rating: 10/10",90.2
"well, i have owned and played every bethsheda game execpt this one until recently. i was hesitant to purchase this game as i still have other rpgs yet to explore. i decided to atleast read some of the reviews and i must say i have never seen so many positive reviews about a game on steam. of course with so may people raving about this game i decided to give it a try. as with other games in the elder scrolls fanchise the endless play, do what ever you want, be whoever you want, stlye of game play is most appealing and much fun. the lack of game markers on quest makes it a little difficult at first but there is a spell, ability that corrects this after a few level ups. the quest are engaging and fun but the crafts and side quests are also great and so many that it can seem overwhelming at first. this game literally is endless as many people have put 300+ hrs into the game and are still loyal and continue playing. this is a game that can keep you entertained for years. with the steam workshop there are hundreds of mods that can be downloaded and enjoyed so you never get bored and always find something new and challenging to do. i take my time with this game as it can literaly ruin your social life. and you find yourself playing for hrs at a time. i am not going to let this happen to me. lol but be warned, this game is addicting. dont take my word or anyone else for that matter. purchasse and install this game as see it for yourself!!! 9/10",28.8
"like oblivion, but with guns.",51.6
"if youre looking for a game where you can easily sink into an epic land of fantasy and adventure, skyrim is the game youre looking for. this is honestly the best game ive ever played, and ive played a lot of great games. skyrim gives you plenty of options which gives you a unique sense of freedom you dont see in most games, another great thing about skyrim is the plot. skyrims plot is one of the most epic story-lines youll ever see in a game.",150.8
"once again bethesda set fire to the orphanage of being  and produce what fleece johnson would classify as sweet booty. in this dragonpocalypse simulator you can use swords, arrows, magic and even your voice to dispense justice like a  vending machine. there are no limit to the shenanigans you can get yourself into. simply join a clan and beat things with the point end. everyone is hiring from the mages guild to the faze clan. apparently you can join al queda but i couldnt find the front door. 20.5 gregs/22 would recommend to anyone that isnt a .",105.2
"i havent even started the game yet because the title screen music is so glorious.",73.1
"i stole a wooden spoon and got prison for life. 10/10",199.7
"my review for the elder scrolls v skyrim: - various races with their different abilities (you can even become a cat or a lizard too). you can be a boy or a gurl (and im not prof. oak). - a lot of quests (really guys, maybe i can finish most of unrepeatable quests, but by the time ive done that, i probably spent more than 1000 hours. - the map is vast, a lot of point of interest, and by the time you unlock every one of them, your maps gonna be full and heavier. duh. - travel skyrim as the mighty dragonborn, a warrior who can master every kind of weapons and magic, and also have a dragon blood running through your veins, which is nice. oh, and you can also shout with the dragon language. so you can curse people without them understand it. because two things, one, they literally dont understand what youre saying, two, theyre probably dead, cuz dragon language rulez. fus ro dah. - even though you are destined to be the mighty dragonborn, you can, and you should seek part-time job. you can be a blacksmith, potion or poison brewer, equipment enchanter, whatever that is. - you can join a group of mercenaries, magic nerds, bunch of kleptomaniacs, or fraternity of murderer. oh, you can also become vampires, or against them (blade will be proud), and have your own castle (you have to share with your fellow hobos, though. - oh, and you can marry, too. good for you, forever alone. - you can drag dead bodies whenever you want, throw junk whenever you want, and the guard still ignoring you. - this game is moddable, original is great, with mods, no question asked. 9/10",210.7
"when i first left helgen and went to riverwood i saw a chicken... i then killed that chicken so that i may eat it... afterwards the whole town immediatly started attack me... i killed them... went to whiterun... got arrested and basically started my real adventure in a jail cell... but i still kept the chickens remains so it was all worth it! 10/10",361.9
"ahuet` igra bol`shoi mir prosto ahuet` b`esh` drakona, ybivaesh` drakona, pizdec drakony skyrim dlya nordov pizdec nahui gemplei---- 666/10 myzika------228/10 sujet--------322/10 grafika--------7/10",37.2
"the elder scrolls v: skyrim. its just one of those gems in gaming where as soon as when you get into it you may lose the way out. i originally played skyrim and its official expansions on the ps3 version on their release days and i havent played a game that good in a long time. time spent was nothing impressive for elder scrolls standards though mind you its just roughly +400 hours or so on the main save playing as a khajiit with a warrior/assasin build & playstyle. sword > shield later 2 words and from a bow i went to a dwarven crossbow (dlc wep) what makes this game so much fun is that its easy to learn for users both new and not so new how to play it. you start of with whatever weapons and armor you can scavenge, steal, craft or be gifted and one step at a time as time flies by you discover and learn new ways to improve your skills and armor. all you have to do is pick up any weapon you like and use it in combat. tired of that same sword? purchase a bow! bow too boring? craft a hammer! the options really nearly endless. skyrim is also one of those games that is not only about fighting and exploring either. you can buy your own house, you can get married and live a happy life together or alone. handy to know for some of you out there is that this game allows players the choice to start same sex relations, i know its been a debate and a gaming media thing so for that exact reason im just gonna throw it outta there it in hopes it might be useful for anyone who find this important. but back to the home thing. in the hearthome expansion pack (5,00 $5,00 steam store) the home and marriage feature gets a nice big upgrade which gives you the ability to get a plot of land at 3 set locations and build your own house from scratch starting with a small simple cottage to perhaps a huge manion complete with kitchens, bedrooms, armories, and livestock which you can decorate as you see fit. if you meet the criteria it also allows you to adopt up to 2 children to raise as your own and adopt a pet (note: please adopt meeko). again the possibilities are nearly endless. for those who like to turn a page or two and read something in their own time about the history of skyrim or simple daily things like spear polishing and putting bread in the oven the elder scrolls v: skyrim has more than 1000 pages of lore spread through all of skyrim covering many topics such as history, myth, monsters, races, religion, art, and more. these books are found in caves, homes, stores and pretty much anywhere people have been. be on the lookout some of them are actually pretty fun to read. to sum things up skryim is a masterpiece any player can easily lose the time on pure from the many features and near perfect constructed world. be warned! all the best! (s.i.e)",10.0
"3 years later, people still add mod like it was 2011 :))))) <3",725.8
"this is the perfect game for adventurer at home because there are tons of quest in this game enjoy!",214.9
"buy this game and let it consume your life, forget friends, food, toilet ect., play this game and/or die!",481.6
"best game on steam 10/10",288.0
"very nice game, lots of shinny things too touch 10/10",137.5
"dovakhiin! dovakhiin! nananaaana na na! dovakhiin! dovakhiin! nanananaa na na!",79.0
"the perfect game to make an epic journey. will suit many playstyles and player preferences, and most likely even excel it in the process. of course i recommend it, its obviously one of the best rpgs ever out there! p.s.: ...just installed it again and played for like 4 hours without a break. damn it, its so immersive!",37.2
"this is my first foray into the elder scrolls series, though i bought oblivion and morrowind and will get around to exploring those eventually. i played a little of morrowind but not enough to form an opinion yet (so far its neato!). its one of the most beautiful games ive ever played and the music is gorgeous and haunting. ive sunk many hours into this game but i still havent completed the main questline. ill get around to it eventually, but theres so much to do and see that it doesnt matter. im thinking i should increase the difficulty a bit. its easy to cheese everything if you choose blacksmithing, enchanting, and alchemy. the combat overall could be better. however, there are many, many mods that fix the games flaws and add all sorts of wonderful things. do you want to add more immersion? well, there are survival mods that affect the food you eat, how deeply the cold influences your behavior, and how you attack. if you dont like something, get a mod that changes it! if you need a desert island game this one is it due to its endless replay value.",327.3
">be me >19 y/o khajjit >wants some skooma >this guy says he can hook me up >go to location its imperials (oh nonoonono) >bout to get executed >get saved by a dragon >talk to greybeards >mfw im dragonborn >1000/10 ign",40.9
"i dont think any game can ever replace the feeling i get while playing this. amazing is not simply the word that describes skyrim.",102.5
"shot a man in the face with an arrow then hid in a corner until he thought it was just his imagination. 9/10",35.4
"murdering chickens will get you killed. i have played this sience it came out many years ago, and i still love it! 11/10",56.2
"what should i say about skyrim ? its an awesome game with a huge world. the story is ok but the side quests are better then the main story. 9/10",151.1
"next to morrowind is skyrim the best entry in the elder scrolls series. great graphics, a working combat system (even though improvements were possible), a beautiful landscape and lots of ways to spend your time. the only thing that is really annoying is the main quest line. it stands in stark contrast to many side quests which really felt like you were involved in small adventures as a normal inhabitant of the fantasy world. but the main quest was just more of the chosen one saves the world and the mysterious evil threatens to destroy the world. i prefer a smaller scale of magnitude personally.",270.0
"truly epic!",293.8
"bueno, con casi 300 horas, y varias partidas que la gran mayora nunca lleg a compeltarlas al 100%, pero esta ltima si, hago mi anlisis personal, que no tengo intencin para nada de hacerme el reviewer poniendo grficos, sonido y todo eso porque no lo soy, sin dar mi opinin y ya est. el juego en si me gust, es laaargo, graaaande y jugoso (e.e) muchsimas horas si te dispones a explorar todo al 100%, y ms an en hacer las misiones secundarias tambin al 100%, contando las del gremio de ladrones, hermandad oscura, los compaeros, el colegio de hibernalia, cada una contando con su propia historia interesante interna (mi favorita de todas son las de la hermandad oscura). el problema est, en que, aunque sea tan largo y grande el mapa con tantas misiones secundarias, a partir de cierto nivel se empieza a tornar muy repetitivo, al ya superar la etapa de reto que sera desde lvl 10-45, si es que no usaste una de las 1.000 maneras de conseguir armas dadricas rpidamente desde el comeinzo y ya tener el juego en tu bolsillo, al igual que los dragones, que los primeros son de verdad un reto e impresionan, pero ya cuando vas por el nmero 5 y ves que siempre hacen lo mismo, ese efecto se va rpido. me gustaron ms las misiones de las facciones que nombr antes, que la propia trama principal, y ni hablar de las de la guerra civil, que luego de acabarlas sientes que no cambi absolutamente nada en el juego, salvo algunas cosas que te repiten una y otra vez los npcs al entrar en ciudades. en cuanto a los logros, saqu todos, no son difciles para nada, sin que lo complicado es que llevan tiempo y requieren atencin a posta si se quieren conseguir algunos (el que ms me cost fue el de matar a un dragn legendario, ya que salen solo a partir del nivel 78, y yo termin el juego y todas sus misiones secundarias sienod lvl 60-65, pero con subir discrecin, resetearla (se agradece que agregaran esa opcin) y volverla a subir, bast con media hora o 1 hora para logar subir esos niveles que faltaban. al igual que el logro de hacer un objeto con el mineral del dlc dragonborn, que si o si necesitabas herrera a 80 y el perk de crear armaduras de bano para poder hacerlo. una de las cosas que tiene muy a favor el juego, es su grn comunidad de mods, tanto en workshop como en skyrim nexus, una gama de mods gigante de distintos tipos y para todos los gustos (yo opt por los grficos y poco ms la verdad, no me gusta llenar de mods un juego hasta el punto que ya deja de ser skyrim y se vuelve otra cosa, obviamente respeto al que lo haga, pero si tienes que llenar de mods un juego para que te guste.. deh, para eso no lo jueges, no?. un pequeo punto malo, que no es del juego sin de los mods, es que pueden bugearte o cagarte misiones, como me pas a mi con la hermandad oscura, que jams apareci el  mensajero que si o si tiene que darte una nota para comenzar la misin, hay formas de iniciarla igualmente con comandos en la consola, pero es intil, ya que ms adelante, al forzarla con la consola la misin, hay personajes que no aparece donde tendran y bueno, pasa lo que pasa. resumiendo todo el corn que puse arriba, el juego me entretuvo porque son mi droga los juegos de exploracin y con muchas misiones secundarias, pero en cuanto a historia principal tambalea y creo que mucho, siento que todas las cosas que hago durante el juego apenas influyen en skyrim ms que en dilogos forzados o situaciones que hsata me dan verguenza ajena como me tratan de restregar las cosas que hago para hacerte sentir hey, salvaste el mundo! y todos cojiendo en las granjas sin siquiera saber que alduiun casi se los viola, tiene demasiada fama el juego, y por lo nico que lo disfrut es por la enormidad del mapa, el lore de los dragones, los dwemers y los elfos de las nieves (falmers) por eso es que disfrut ms la trama de los dlcs que la del propio juego (salvo la misin del muro de alduin la parte donde esbern narra todo, es lo nico que en serio me interes profundamente de todas las misiones primarias, adems del asunto de los thalmor. es un poco triste que me haya atrapado ms esas historias internas que salen en libros o en misiones secundarias, que la propia trama principal en si misma. (tengo que aclarar que los libros son cientos y algunos son de verdad hermosos porque te cuentan cosas que el juego creo que ni siquiera tendra las herramientas para hacerlo). recomiendo comprarlo cuando est en rebaja, el precio de los dlcs me parece exageradsimo para lo que duran jajaja, aunque la historia para mi valiera la pena de los 2.",294.5
"my 400+ hours in game ought to say something about the vastness of the game world and the wisdom of paying whatever this game currently costs to play it. even in morrowind, i think i never spent more than 120 hours total. ive played daggerfall, morrowind, and now this game and the mmo beta in the franchise. every time the elder scrolls takes a step forward, it seems to lose some things that made me a fan of the series earlier on, while expanding upon others--for better or worse. i miss the ability to buy a sailing ship, to craft any sort of spell (even levitation), and to make any sort of class i wanted. i dont like that you can simply be just about everything to everyone if you follow all the different quest lines to completion. i dont like that you have to choose between two sides that suck in a war in order to enjoy certain added benefits and plotlines. i find it irritating (spoiler alert) that the imperials should be such a bland bunch of lackeys led by someone who apparently has real virtue--until you assasinate him, while the other side seems like a good bunch of warriors led by such an uninspiring, self-important primadonna. i especially find it irritating that although you can be all things to all people in all plotlines, with the one exception of being forced to choose between two equally uninspiring sides, the one thing you can never be is ruler, no matter what you do. you can kill dragons, and even emperors, but you cannot do anything to become ruler of skyrim. seems kind of silly to me. okay, so maybe skyrim would never welcome an argonian to rule over them... but if were going to play the reality card, well, theres a lot lacking in the major plotlines in that respect. i also dont like that youre forced into a few things that i find personally detestable once you initiate a given quest. i wouldnt recommend letting anyone under 18 play this game either as there are too many mature moments. even so, with all its glaring faults, this has been my favorite game in the series to date. i whole-heartedly recommend it to anyone who enjoys fantasy rpgs.",423.2
"when you walk into riverwood. attack the chicken by the gate. and then save. 10/10",41.5
"[10/10] even pc version didnt dissapointed me. + possibility of mods available on pc :3 as rpg this belong to best ones of breed and only few titles can compete with tes:v. bethesda made good step forward with new combat mechanics and game mechanics themselves. this is..... masterpiece. game of the decade.",77.3
"brilliant game! having it on steam is even better because of the workshop. make the game a thousand times better.",46.6
"this game is huge... maybe even too huge for its own good. even after 300 hours of gameplay there are things you dont know about and will surprise you. but sadly by that time you will feel a bit bored with combat and some other repeating things. no worries though. with workshop and all the mods you can make skyrim 10 times better game. if thats even possible because it already is an ultimate game cosidered to be one of the best of all time.",12.9
"great game, but a little easy. you need to play at the legendary difficulty.",95.8
"play skyrim......create your skyrim...live the fantasy,",379.1
"its an elder scrolls game, do you really even need to think about buying this game? just buy the game, i got this game for 360 on its release, back then my laptop could not handle it, now it can, so a veryyyyy late review, but still, must buy, and if you are new to elder scrolls, then just buy morrowind and oblivion aswell, just because you wont regret it at all!, enjoy!",29.1
"this game is ing good. its hard to resist not playing skyrim. when almost all the games in my library has failed to entertain me, this game comes and fills me with joy. but of course there are sometimes where it gets frustrating and annoying, but what can i say, i am just a beginer gamer. i started gaming in the biging of 2013. this game one of my most favorite and precious games ever. i recomend you buy this game above any other games. rating so far as i have played the game: unlimited/10",259.7
"i killed a girl, took her clothes, and threw her off the mountian. 10/10",6.3
"this game is great, the story is long going, the things you can do within the game are great (enchanting, random dragon appearences etc. and the quests are fun. i like the game. c:",156.7
"not really sure what im err.. supposed to write about skyrim here, i mean seriously its skyrim. if you dont own it yet, your hopes for half-life 3 have completely consumed your life... not like thats a bad thing but seriously skyrim, buy it before the 6th one comes out.",66.4
"i like dragons.",136.8
"i sunk 191 hours into this game. need i say more?",191.5
"like skyrim without guns.",11.9
"im writing this review for anyone who actually needs to read a review for skyrim. because you know, there arent any out there already. gaem iz gud, buy if u hev 2 pley of lyne (the game is wonderful, you should really buy it because it has a great modding community and the game itself is fantastic, with a long story line that you dont have to follow and an open world where you can kill (almost (important npcs)) anyone. this game is a must have because ts great for offline play and when youre online. the game is beautiful... uhh mods, mods, and mods, can make the game pretty much anything. for example the thomas the tank engine mod turns all the dragons into trains. idk why. but its there.) story: 10/10 gameplay: 10/10 presentation: 9/10 (-1 point for bugs, errors, glitches etc. they are common enough) soundtrack: 10/10 (epic) replayability: 10/10 (the mods)",80.5
"-skyrim; im not sure how i can review this, never having played older tes games, but i can safely say, after a better playthrough, this is a good game. -gameplay is pretty varied, ranging from full-on combat, using magic, or my all-time favourite: sneaking. -combat... isnt brilliant. it isnt stiff like a rock, but still a bit rough. it has some dinamic though, like executions, different attacks for different directions, and special effects like extra damage on undead, or freeze damage on stamina and magicka, etc. -as for quests, i feel like the game really shined in the guild quests, the companions, college, and thieves. but was lackluster on early-game story missions. that being my opinion though. -side missions are interesting at least, but some are/seem boring and occupy space on your journal. -the leveling system works a bit weird, differently from what im used to. by getting good at a skill: one handed, destruction spells, lockpicking you gain overall exp, then you use tab and click level up, not fully fond of it. -overall, id give it an 8/10 since a max rating has to be a perfect game for me, and i have not found one yet. -leave your feedback below. thanks",42.5
"beyond memorable and enjoyable, skyrim has surpassed all of its predecessor in many ways no one can imagine. with no room of denying, this game is perhaps the most immersive role-playing game bethesda has ever created. buy it now!",383.5
"you like games",31.8
"its like skyrim, but with mods.",93.5
"with the right erotic mods from the nexus and lovers lab this game becomes the ultimate fapping simulator of 2014! 10/10 would bang",218.6
"best game ever",18.4
"worth it",11.2
"you dont own it?",240.3
"this game is fun with nippel mods (booobies) just turn off display when my mom comes in !!!!!",9.5
"i mass murdered some towns and cities, and jerked off onto the corpses",52.5
"just... wow!!!! 10/10 ! this game is worth all the money!",172.4
"quite simply, the greatest game ever made. i played this game for a year after it came out. then i got involved in some other games for a year or so and then decided to go back and play skyrim again. it was just as fresh and exciting the second time around as it was the first time that i played it. skyrim is vast. huge. monstrous. there is just so much to do here that it never seems to get old. i only used a few simple mods, no real game changers, just a few things to make the game a bit more fun for me. but for those who want them there are thousands of mods that will change the game which adds entirely new game play possibilities. im done gushing for now. i can wholeheartedly recommend this game to anyone who has ever had an inkling to play an rpg. best game ever. really.",1281.2
"skyrim is the best open world rpg you can get. a true evolution of genre is not flawless but still it is the game you love to live in. 9/10",106.8
"this game, is the best rpg ever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 1. there is almost infinate stuff to do and when you run out of built in stuff you can get community made mods for more stuff to do! 2. hours of gameplay 3. great character cumstomizeation 4. cat people!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 5. beautiful graphics and scenery the bad sides 1. you cant just go into a town and kill everybody for fun : ( because of children ande mian quest related people 2. gaurds get angry if you use shouts in any jarls palace 3. some quest markers can be hard to understand",10.0
"very good game",115.1
"i fus ro dahd a goat off of the throat of the world. 10/10 would shout again",429.8
"i thought after",107.1
"that no other game would me enchant so hard... you know what? i was so wrong! skyrim is a must play for all sort of gamer!",89.7
"do come back...",75.3
"ah, remember the original? pretty damn good. but this. this is arena on steroids. set in the land of skyrim in the elder scrolls universe, it follows on dragons (admit it, you wanted them since morrowind) and how they are going to enslave the mortal races or something like that. this game is incredibly solid in quests. there are hundreds of them. literally. thats not even counting misc quests! combat is a bit strange at some times, the animations also feel clunky. and its graphics are not that up-to-date like other rpgs of its time. it makes up for it in a large open world, incredibly original creatures, original storyline (for a rpg) and heck, there are youtube videos on how to learn dragon language. its very cheap for the content and i have spent so much time playing this and not getting bored. get it or if your a bit strapped for cash, wait for a sale. but get this if you have the money. its damn worth it. 8/10, quite glitchy, some bad animations and repeated voices for lots of characters but its incredibly large and fun.",1.4
"heres how my initial experience on skyrim was: step 1: install game and start it; step 2: go through the tutorial, eager to see what this game is all about; step 3: nice, the tutorial is over. ok, they say i need to go this way, ill just see what that fire is about. omg, three bandits attacking me? meh, this should be a piece of cake despite my level 1. i face them head on with my sword. i die easily and fast..... step 4: ok, i have to be more careful. i will just run away from them this time. step 5: oh, a house, i wonder whats inside! i enter the house, kill a man which was sleeping there (sorry fella, your loss). oh look, this bookshelf seems to be hiding an entrance. i enter... ...and end up spending 1 hour inside a huge dungeon. step 6: this game got me hooked... :(",114.4
"play as skyman in the legend of the boosher.",81.3
"absolutely hands down the most addicting game ever.",524.8
"i walked from helgen to solitude and stopped in every dungeon. i dont know how.",116.8
"good",89.9
"dank",13.6
"i love this game, its the best game i ever played! it never gets boring. i would even dare te say that its most likely better than bacon.",142.2
"this game isnt dragon down my fun",32.5
"such a great game, i can go wherever i want and do whatever i want! 5/5",8.5
"this is my favorite game, it is the best ever!!!",93.0
"i cant stop coming back to this. somehow, steam hasnt even logged all of the hours ive put into this. one of the brilliant things about elder scrolls is how simple it is to charge right through the story (if you have your waypoints on) or to just roam around endlessly for hundreds of hours doing nothing of significance. its genuinely beautiful, especially when you consider the myriad of content created by other users to add to this game.",71.4
"wow.",31.8
"it is the best game i have ever played. there is so much you can do, you have no limits and there are no possible way to not get addicted. i have been playing this game quite a while now, still as much fun since i started playing it. really looking forward to dlc in the future.",98.2
"one of the most popular games of all time. i have yet to complete it but plan to when i can get thru some of my other games but all in all what ive played this game is fun.",1.5
"you can play this game over and over again trying different builds (though i mostly end up being a sneaky archer and swords man). this game never gets boring, and if it does somehow, theres a ton of addons and mods you can choose from (my personal favourite in terms of user mods: helgen reborn). over all this game will fill many hours, as long as you fully play it (meaning not just rushing the main quest). there are many nice side quests that are often better then the main quest (the thives guild quest imo for example). the dlcs dragonborn (having started the elder scrolls with morrowind, i especially enjoyed dragonborn) and dawnguard add to the many quests and play time. a great game!",152.9
"just when i thought i was out... they pull me back in. - michael corleone who am i kidding? i was never out on this game. 2 years and ~420 hours later im still finding new things to do and places to explore. betwen morrowind, oblivion and skyrim ive probably spent way more time than is healthy traversing the landscapes of tamriel. and the mods available for skyrim now have me wanting to go back to morrowind and oblivion, freshly modded up, for another round.",519.6
"lots of replay value, especially with the mods that you can add to this game.",200.0
"skyrim is an amazing single player action/adventure rpg, massively recommend to any who love large open worlds and open gameplay. even if you confine yourself to just the main quest, this is still quite a large scale game. if you delve deeper into the side quests for factions, and randomized mini quests, you can easily put hundreds of hours in this game. this game is open to a lot of gamers - and difficulty is adjustable in the options so you can still play a fun game even if you aren not the quickest or slickest gamer. combat requires you to make good decisions on default difficulty - one bad mistake and you will be dropped quick. when i state the game is open - it is in different styles as well! skyrim has very open advancement, and many opportunities to advance your skills in either magic, combat, or stealth (or a combination of all). you are not as restricted as in previous elder scrolls games (and they were very open). skyrim even has perks - skill points you can place on skills to improve their function even more than leveling up. great for those who like skill trees! before i hit negatives: i recommend if you intend to play this for more than the main story - research console commands (the ~/` key). i dont recommend using them to ruin the core gameplay (it is possible), but you can use them to work around certain bugs, and annoying issues that can occur and ruin your fun. on the negative side - even with the game patched up - there are bugs. i recommend highly making multiple save files, and frequently. you may play constantly without running in to bugs, but some play and constantly end up needing to reload. my playstyle is very explorative - i will get stuck in the environment and need to load again. occasionally important - but not required - npcs will be killed through random events and attacks. this can be frustrating when you go to a town ready to unload items for sale only to find the shop keepers body outside and a pack of death hounds nearby. also in the negatives - the hoarder gameplay style is not conducive to this game. skyrim imposes a strict carry limit. when you exceed this limit, you slow to a crawl, and cannot run, or fast travel between places. this means you may literally spend an hour or more walking slowly from a dungeon back to town if you are a hoarder who keeps and/or sells all items! some players tend to use the console commands to increase their carry limit - but this does defeat part of the core gameplay concept - it is your choice though. overall - i thoroughly recommend this game. though not as innovative as some of the other elder scrolls games, this is still an incredible achievment despite any bugs or issues encountered.",119.6
"offers endless hours of fun, whether it be completing the engaging story missions, the countless number of side quests that keep you occupied or just running about killing everything that comes into sight. skyrim includes numerous armours, weapons and items, with the ability to craft many of them yourself. this collection can be ever expanded with the almighty world of modding, one of the best things the elder scrolls series is known for in my opinion.",225.9
"what to say about this game? its fun, exciting and teaches you to fly.. after you foolishly try beating up a giant. its got something for everyone, no matter what your favourite play style. like charging at the enemy? grab a suitable sword and get hacking.... enjoy stealing stuff.. theives guild for you, and you can always do worse than joining the mages guild, calling yourself tim the enchanter and spending your days blowing up bits of the landscape, before mocking a passing party of knights. stir in a civil war, plenty of side quests, odd jobs, not so odd jobs, and just plain weird jobs and youve already spent 100 gaming hours exploring one huge sandbox of a game world before youve even tried starting the main quest. does the game have its faults? of course. the menu system could be better for us pc users, and the 3rd person kill cam breaks the illusion while you are in the midst of a huge battle. but all in, its worth the money and gets a boris rating of 9 gallons of napalm out of 10.",223.9
"fun... uhh comand console and mods are great 8/10",111.9
"best open-world game out there. graphics and gameplay are great and mods will leave you with endless replayability.",102.0
"an awesome game and a must buy when it goes on sale. why are you reading this? go play some skyrim!",30.6
"this awesome game has so many ways to mod to your liking, and best of all when i picked it up in the sale it was only 3.47 !! what a bargin. the game story ending i thought was a little disapointing but there is so much to do outside and explore which awesome, one of the best open world games out there.",86.7
"a game which could easy occupy you for 200+ hours and still would make you want to play it more. if im not going to the mechanics of the game, skyrim offers a unique sense to the players which gives it a strong attraction. its not the story, graphics, music or gameplay alone. its the combination of all of that which makes this game one of the best ive played.",21.5
"the best game ever!!! :)))",346.1
"10/10 how can you not reccomend this game. the scope is huge, the quests are plentiful, the gameplay and graphics are still amazing. you will lose many hours of your life with this game happily.",175.9
"words cannot describe how awesome this game is.",285.4
"favorite game ever.",254.5
